# 新课抢先学_2. 邮件营销（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.150] 大家好
[00:30:20.340 - 00:30:22.340] 還有我們發送園見的時候
[00:30:22.340 - 00:30:24.340] 很多時候是在
[00:30:24.340 - 00:30:25.340] 一個小時
[00:30:25.340 - 00:30:26.340] 之內就可以
[00:30:26.340 - 00:30:27.340] 看到一部分的笑
[00:30:27.340 - 00:30:28.340] 我可以看到
[00:30:28.340 - 00:30:29.340] 有多少人
[00:30:29.340 - 00:30:30.340] 點擊打開
[00:30:30.340 - 00:30:31.340] 我們的幽建
[00:30:31.340 - 00:30:32.340] 還有點擊
[00:30:32.340 - 00:30:33.340] 我們有建
[00:30:33.340 - 00:30:34.340] 裡面的模糕連接
[00:30:34.340 - 00:30:35.340] 等等
[00:30:35.340 - 00:30:37.340] 另外一個是說
[00:30:37.340 - 00:30:39.340] 我們發這些幽建
[00:30:39.340 - 00:30:41.340] 影響的時候
[00:30:41.340 - 00:30:42.340] 也可以
[00:30:42.340 - 00:30:43.340] 有不同的目的
[00:30:43.340 - 00:30:44.340] 可以讓歌劇
[00:30:44.340 - 00:30:45.340] 轉化
[00:30:45.340 - 00:30:47.340] 還是可以保留歌劇
[00:30:47.340 - 00:30:48.340] 那是很多時候
[00:30:48.340 - 00:30:49.340] 百分之
[00:30:49.340 - 00:30:51.340] 三十七的企業
[00:30:51.340 - 00:30:53.340] 就是利用這個幽建
[00:30:53.340 - 00:30:54.340] 以銷物
[00:30:54.340 - 00:30:55.340] 也主要是圍了寶漏
[00:30:55.340 - 00:30:57.340] 因為
[00:30:57.340 - 00:30:59.340] 有些是在逼當的話
[00:30:59.340 - 00:31:00.340] 逼圍護
[00:31:00.340 - 00:31:01.340] 你開發
[00:31:01.340 - 00:31:03.340] 以家客戶
[00:31:03.340 - 00:31:04.340] 真的需要很長
[00:31:04.340 - 00:31:06.340] 很長的時間
[00:31:06.340 - 00:31:07.340] 和精神
[00:31:07.340 - 00:31:09.340] 那如果你還是可以保留
[00:31:09.340 - 00:31:10.340] 他們的話
[00:31:10.340 - 00:31:12.340] 這個對你的業務
[00:31:12.340 - 00:31:13.340] 還是會有
[00:31:13.340 - 00:31:14.340] 你聽得幫助
[00:31:14.340 - 00:31:15.340] 所以這個幽建
[00:31:15.340 - 00:31:17.340] 以銷物還是可以保留他們
[00:31:17.340 - 00:31:18.340] 就等於說
[00:31:18.340 - 00:31:20.340] 他們已經購買了
[00:31:20.340 - 00:31:22.340] 但是他們不是說
[00:31:22.340 - 00:31:23.340] 購買了
[00:31:23.340 - 00:31:24.340] 然後送來的
[00:31:24.340 - 00:31:25.340] 不收到來
[00:31:25.340 - 00:31:26.340] 你的一些通知
[00:31:26.340 - 00:31:27.340] 建議
[00:31:27.340 - 00:31:29.340] 還有更新新西藏的
[00:31:29.340 - 00:31:30.340] 那你就給
[00:31:30.340 - 00:31:31.340] 電視給他們
[00:31:31.340 - 00:31:32.340] 這些
[00:31:32.340 - 00:31:34.340] 這些有建影校
[00:31:34.340 - 00:31:35.340] 那他們
[00:31:35.340 - 00:31:36.340] 還是會
[00:31:36.340 - 00:31:38.340] 還是會記的
[00:31:38.340 - 00:31:39.340] 他們之前
[00:31:39.340 - 00:31:40.340] 選自己
[00:31:40.340 - 00:31:41.340] 然後選擇
[00:31:41.340 - 00:31:43.340] 或者擦到你的
[00:31:43.340 - 00:31:45.340] 你公司相關的一些新西
[00:31:45.340 - 00:31:47.340] 然後慢慢就可以
[00:31:47.340 - 00:31:50.340] 轉建他們對你的音響
[00:31:50.340 - 00:31:51.340] 就是當中會覺得
[00:31:51.340 - 00:31:52.340] 你很專業
[00:31:52.340 - 00:31:53.340] 還是說他們會覺得
[00:31:53.340 - 00:31:54.340] 你很刻靠
[00:31:54.340 - 00:31:56.340] 你的唱品、安全
[00:31:56.340 - 00:31:57.340] 也都是因為
[00:31:57.340 - 00:31:58.340] 你不懂得給他們
[00:31:58.340 - 00:31:59.340] 發這些
[00:31:59.340 - 00:32:02.340] 方面的信息和有建
[00:32:02.340 - 00:32:04.340] 所以很多時候
[00:32:04.340 - 00:32:06.340] 別當體驗
[00:32:06.340 - 00:32:07.340] 利用有建影校
[00:32:07.340 - 00:32:08.340] 是為了
[00:32:08.340 - 00:32:10.340] 開發信的客戶
[00:32:10.340 - 00:32:12.340] 還有為了讓客戶轉化
[00:32:12.340 - 00:32:14.340] 然後就
[00:32:14.340 - 00:32:15.340] 還可以
[00:32:15.340 - 00:32:17.340] 就是教客戶
[00:32:17.340 - 00:32:19.340] 如何利用我們的唱品
[00:32:19.340 - 00:32:20.340] 這樣他們會覺得
[00:32:20.340 - 00:32:21.340] 你不僅是給我
[00:32:21.340 - 00:32:22.340] 賣的這個唱品
[00:32:22.340 - 00:32:23.340] 而已
[00:32:23.340 - 00:32:25.340] 你還是在支持我
[00:32:25.340 - 00:32:27.340] 把你的唱品
[00:32:27.340 - 00:32:28.340] 用的越來越好
[00:32:28.340 - 00:32:29.340] 越來越順利
[00:32:29.340 - 00:32:33.340] 還有很多的
[00:32:33.340 - 00:32:35.340] 很多的B2B企業
[00:32:35.340 - 00:32:37.340] 他們也不是說
[00:32:37.340 - 00:32:39.340] 很多很多的優建
[00:32:39.340 - 00:32:41.340] 可能是每一個業花
[00:32:41.340 - 00:32:43.340] 兩省次業都可以
[00:32:43.340 - 00:32:45.340] 不是說每就一定要發
[00:32:45.340 - 00:32:47.340] 所以大家還是可以
[00:32:47.340 - 00:32:49.340] 利用這些
[00:32:49.340 - 00:32:51.340] 優建一下
[00:32:51.340 - 00:32:53.340] 有建影校的前例是什麼
[00:32:53.340 - 00:32:54.340] 然後
[00:32:54.340 - 00:32:55.340] 百分之七十的
[00:32:55.340 - 00:32:57.340] 海外用戶
[00:32:57.340 - 00:32:58.340] 還是希望
[00:32:58.340 - 00:33:00.340] 可以通過優建了了解
[00:33:00.340 - 00:33:02.340] 這個企業的一些
[00:33:02.340 - 00:33:03.340] 更新
[00:33:03.340 - 00:33:04.340] 因為
[00:33:04.340 - 00:33:05.340] 那這也要想一下
[00:33:05.340 - 00:33:07.340] 如果我們每天都很忙
[00:33:07.340 - 00:33:09.340] 也沒有很多的時間
[00:33:09.340 - 00:33:10.340] 回去訪問
[00:33:10.340 - 00:33:12.340] 每個企業的晚上
[00:33:12.340 - 00:33:15.340] 或者中國
[00:33:15.340 - 00:33:17.340] 製造的主業
[00:33:17.340 - 00:33:18.340] 所以
[00:33:18.340 - 00:33:19.340] 如果我們還是能在
[00:33:19.340 - 00:33:20.340] 我們的有些
[00:33:20.340 - 00:33:21.340] 這些手道
[00:33:21.340 - 00:33:23.340] 這些方面的更新
[00:33:23.340 - 00:33:24.340] 大家會覺得
[00:33:24.340 - 00:33:25.340] 更方便
[00:33:25.340 - 00:33:26.340] 對嗎
[00:33:26.340 - 00:33:27.340] 這個也是
[00:33:27.340 - 00:33:29.340] 海外用戶就會覺得
[00:33:29.340 - 00:33:32.340] 他們也會有
[00:33:32.340 - 00:33:33.340] 這方面的一個相反
[00:33:33.340 - 00:33:35.340] 但是很多
[00:33:35.340 - 00:33:36.340] 美國用戶
[00:33:36.340 - 00:33:38.340] 他們每天都會手到很多
[00:33:38.340 - 00:33:39.340] 很多的有劍
[00:33:39.340 - 00:33:43.340] 所以他們每次每一天
[00:33:43.340 - 00:33:45.340] 花時間來看這些
[00:33:45.340 - 00:33:46.340] 有劍或者
[00:33:46.340 - 00:33:48.340] 行段要不要看
[00:33:48.340 - 00:33:49.340] 這些有劍的時候
[00:33:49.340 - 00:33:51.340] 還是每天都差不多
[00:33:51.340 - 00:33:53.340] 會浪費一個小時左右
[00:33:53.340 - 00:33:54.340] 很多時候
[00:33:54.340 - 00:33:55.340] 在
[00:33:55.340 - 00:33:56.340] 大家期傳的時候
[00:33:56.340 - 00:33:58.340] 剛開始工作
[00:33:58.340 - 00:33:59.340] 就會顯示
[00:33:59.340 - 00:34:00.340] 看這些
[00:34:00.340 - 00:34:01.340] 有像看一下
[00:34:01.340 - 00:34:02.340] 有沒有一些
[00:34:02.340 - 00:34:03.340] 需要處理的
[00:34:03.340 - 00:34:04.340] 如果沒有的話
[00:34:04.340 - 00:34:05.340] 就還是
[00:34:05.340 - 00:34:06.340] 開始
[00:34:06.340 - 00:34:08.340] 有自己的生活
[00:34:08.340 - 00:34:09.340] 自己的工作
[00:34:09.340 - 00:34:10.340] 所以
[00:34:10.340 - 00:34:12.340] 大家還是有這個
[00:34:12.340 - 00:34:13.340] 方面的習慣
[00:34:13.340 - 00:34:15.340] 所以
[00:34:15.340 - 00:34:18.340] 其實不管是
[00:34:18.340 - 00:34:20.340] 哪一個方面的
[00:34:20.340 - 00:34:22.340] 哪一個方面的
[00:34:22.340 - 00:34:23.340] 數據
[00:34:23.340 - 00:34:25.340] 都是可以給我們掌勢
[00:34:25.340 - 00:34:27.340] 如今
[00:34:27.340 - 00:34:28.340] 以銷是
[00:34:28.340 - 00:34:29.340] 有多麼大的
[00:34:29.340 - 00:34:31.340] 潛力的一個區道
[00:34:31.340 - 00:34:32.340] 因為方正
[00:34:32.340 - 00:34:34.340] 海外用戶還是會
[00:34:34.340 - 00:34:35.340] 還是有這個習慣
[00:34:35.340 - 00:34:37.340] 還是會天天都看自己的
[00:34:37.340 - 00:34:39.340] 不管是個人還是工作有像
[00:34:39.340 - 00:34:41.340] 那要不我們就
[00:34:41.340 - 00:34:42.340] 出現在
[00:34:42.340 - 00:34:43.340] 每天都看的
[00:34:43.340 - 00:34:44.340] 一個去到吧
[00:34:44.340 - 00:34:45.340] 就等於說
[00:34:45.340 - 00:34:47.340] 還是每天都可以提醒他們
[00:34:47.340 - 00:34:48.340] 那兩部一定是
[00:34:48.340 - 00:34:49.340] 說每天
[00:34:49.340 - 00:34:51.340] 我們可以每個月發一致
[00:34:51.340 - 00:34:53.340] 也還是可以提醒他們
[00:34:53.340 - 00:34:54.340] 提醒他們
[00:34:54.340 - 00:34:56.340] 有我們公司
[00:34:56.340 - 00:34:57.340] 從在
[00:34:57.340 - 00:34:58.340] 我們公司也可以
[00:34:58.340 - 00:34:59.340] 幫他們
[00:34:59.340 - 00:35:01.340] 解決什麼樣的問題
[00:35:01.340 - 00:35:02.340] 等等
[00:35:02.340 - 00:35:03.340] 這要是可以
[00:35:03.340 - 00:35:04.340] 立期出現
[00:35:04.340 - 00:35:06.340] 他們更容易記得
[00:35:06.340 - 00:35:07.340] 公司
[00:35:07.340 - 00:35:09.340] 這有我們跟在水道的內容
[00:35:09.340 - 00:35:10.340] 也是
[00:35:10.340 - 00:35:11.340] 跟
[00:35:11.340 - 00:35:12.340] 有建議銷的
[00:35:12.340 - 00:35:13.340] 潛力相關的
[00:35:13.340 - 00:35:14.340] 有其實
[00:35:14.340 - 00:35:16.340] 一些數據來證明
[00:35:16.340 - 00:35:17.340] 為什麼海外用戶
[00:35:17.340 - 00:35:18.340] 有這個方面的
[00:35:18.340 - 00:35:19.340] 習慣
[00:35:19.340 - 00:35:20.340] 他們天天都
[00:35:20.340 - 00:35:21.340] 習慣看自己的
[00:35:21.340 - 00:35:22.340] 有像
[00:35:22.340 - 00:35:23.340] 然後
[00:35:23.340 - 00:35:23.840] 這個
[00:35:23.840 - 00:35:25.340] 去到人給我們帶來
[00:35:25.340 - 00:35:26.340] 什麼方面的
[00:35:26.340 - 00:35:27.340] 一部分的
[00:35:27.340 - 00:35:28.340] 綁住
[00:35:28.340 - 00:35:29.340] 那我們在
[00:35:29.340 - 00:35:30.340] 下面的部分
[00:35:30.340 - 00:35:32.340] 我們要學習
[00:35:32.340 - 00:35:33.340] 這個去到的
[00:35:33.340 - 00:35:35.340] 一些特點是什麼
[00:35:35.340 - 00:35:36.340] 還有這個去到
[00:35:36.340 - 00:35:37.340] 冷世紀
[00:35:37.340 - 00:35:38.340] 世紀來說
[00:35:38.340 - 00:35:39.340] 能給我們帶來
[00:35:39.340 - 00:35:41.340] 什麼方面的幫助
[00:35:41.340 - 00:35:42.340] 是這次
[00:35:42.340 - 00:35:44.340] 我們哪一個團隊
[00:35:44.340 - 00:35:45.340] 導到什麼樣的效果
[00:35:45.340 - 00:35:46.340] 這個是
[00:35:46.340 - 00:35:47.340] 我們要準備
[00:35:47.340 - 00:35:48.340] 推襲的
[00:35:55.840 - 00:35:56.840] 那就好
[00:35:56.840 - 00:35:57.840] 歡迎來到
[00:35:57.840 - 00:35:58.840] 這一集
[00:35:58.840 - 00:35:59.840] 個的B4個部分
[00:35:59.840 - 00:36:01.840] 我們要學習
[00:36:01.840 - 00:36:02.840] 有建議
[00:36:02.840 - 00:36:03.840] 叫租地能給我們帶來
[00:36:03.840 - 00:36:04.840] 什麼
[00:36:04.840 - 00:36:05.840] 方面的好處
[00:36:06.840 - 00:36:07.840] 是
[00:36:07.840 - 00:36:08.840] 什麼方面的效果
[00:36:08.840 - 00:36:09.840] 然後
[00:36:09.840 - 00:36:10.840] 我們為什麼要
[00:36:10.840 - 00:36:11.840] 做有這一消
[00:36:11.840 - 00:36:12.840] 這個是
[00:36:12.840 - 00:36:13.840] 我們準備
[00:36:13.840 - 00:36:14.840] 推襲的內容
[00:36:14.840 - 00:36:16.840] 那其實
[00:36:16.840 - 00:36:17.840] 我先需要
[00:36:17.840 - 00:36:18.840] 了解
[00:36:18.840 - 00:36:20.840] 我們B2B買家
[00:36:20.840 - 00:36:21.840] 有什麼樣的一些
[00:36:21.840 - 00:36:22.840] 特點
[00:36:22.840 - 00:36:24.840] 他們跟B2C的話
[00:36:24.840 - 00:36:25.840] 對B的話
[00:36:25.840 - 00:36:26.840] 有什麼區別
[00:36:26.840 - 00:36:28.840] 首先B2B買家
[00:36:28.840 - 00:36:29.840] 自己
[00:36:29.840 - 00:36:30.840] 重要的一個點
[00:36:30.840 - 00:36:31.840] 是說
[00:36:31.840 - 00:36:32.840] 他們需要
[00:36:32.840 - 00:36:33.840] 相信你
[00:36:33.840 - 00:36:34.840] 他們需要
[00:36:34.840 - 00:36:35.840] 覺得你是一個
[00:36:35.840 - 00:36:36.840] 一個家
[00:36:36.840 - 00:36:37.840] 比較可靠的公司
[00:36:37.840 - 00:36:38.840] 所以
[00:36:38.840 - 00:36:39.840] 讓你給他們
[00:36:39.840 - 00:36:40.840] 發揮的
[00:36:40.840 - 00:36:41.840] 件的時候
[00:36:41.840 - 00:36:42.840] 需要特別主義
[00:36:42.840 - 00:36:43.840] 不要在
[00:36:43.840 - 00:36:44.840] 你的有件裡面
[00:36:44.840 - 00:36:45.840] 加一些
[00:36:45.840 - 00:36:46.840] 讓他們感著
[00:36:46.840 - 00:36:47.840] 你比較
[00:36:47.840 - 00:36:48.840] 出新的一些
[00:36:48.840 - 00:36:49.840] 細節
[00:36:49.840 - 00:36:50.840] 不管是
[00:36:50.840 - 00:36:51.840] 出現一些
[00:36:51.840 - 00:36:52.840] 還明顯的
[00:36:52.840 - 00:36:53.840] 又發錯
[00:36:53.840 - 00:36:54.840] 還是說
[00:36:54.840 - 00:36:56.840] 你利用
[00:36:56.840 - 00:36:57.840] 你的不正確的信息
[00:36:57.840 - 00:36:58.840] 或者
[00:36:58.840 - 00:36:59.840] 不正確的
[00:36:59.840 - 00:37:00.840] 品牌子
[00:37:00.840 - 00:37:01.840] 等等
[00:37:01.840 - 00:37:02.840] 所以他們需要
[00:37:02.840 - 00:37:04.840] 看到
[00:37:04.840 - 00:37:05.840] 你品牌是
[00:37:05.840 - 00:37:06.840] 做過轉業
[00:37:06.840 - 00:37:07.840] 才可能會
[00:37:07.840 - 00:37:08.840] 算是你
[00:37:08.840 - 00:37:09.840] 然後你
[00:37:09.840 - 00:37:10.840] 他們也需要
[00:37:10.840 - 00:37:11.840] 相信你
[00:37:11.840 - 00:37:12.840] 相信你的意思是
[00:37:12.840 - 00:37:13.840] 如果
[00:37:13.840 - 00:37:14.840] 他們
[00:37:14.840 - 00:37:15.840] 以下
[00:37:15.840 - 00:37:16.840] 就能感覺到
[00:37:16.840 - 00:37:18.840] 你是想要推銷
[00:37:18.840 - 00:37:20.840] 他們會
[00:37:20.840 - 00:37:21.840] 慢慢持續
[00:37:21.840 - 00:37:23.840] 他們對你的信人
[00:37:24.840 - 00:37:25.840] 因為他們
[00:37:25.840 - 00:37:27.840] 會覺得你是有目的
[00:37:27.840 - 00:37:29.840] 才會練習我
[00:37:29.840 - 00:37:30.840] 不是說
[00:37:30.840 - 00:37:31.840] 你就是想要
[00:37:31.840 - 00:37:32.840] 給我分享一些
[00:37:32.840 - 00:37:33.840] 信息
[00:37:33.840 - 00:37:34.840] 或者你是
[00:37:34.840 - 00:37:35.840] 想要給我
[00:37:35.840 - 00:37:36.840] 介紹
[00:37:36.840 - 00:37:37.840] 你公司的
[00:37:37.840 - 00:37:38.840] 你是
[00:37:38.840 - 00:37:39.840] 為我
[00:37:39.840 - 00:37:40.840] 考慮
[00:37:40.840 - 00:37:41.840] 給你給我
[00:37:41.840 - 00:37:42.840] 介紹你的公司
[00:37:42.840 - 00:37:43.840] 而不是
[00:37:43.840 - 00:37:44.840] 說
[00:37:44.840 - 00:37:45.840] 簡單的
[00:37:45.840 - 00:37:46.840] 就一笑你唱譯
[00:37:46.840 - 00:37:47.840] 然後讓我
[00:37:47.840 - 00:37:48.840] 儘快
[00:37:48.840 - 00:37:49.840] 留一個信法
[00:37:49.840 - 00:38:00.410] 不是
[00:38:00.410 - 00:38:01.410] 讓我
[00:38:01.410 - 00:38:03.410] 儘快留一個信法
[00:38:03.410 - 00:38:04.410] 你就是
[00:38:04.410 - 00:38:05.410] 想要
[00:38:05.410 - 00:38:06.410] 讓我
[00:38:06.410 - 00:38:07.410] 想一部分的錢
[00:38:07.410 - 00:38:09.410] 或者讓我團隊的
[00:38:09.410 - 00:38:10.410] 笑女提高
[00:38:10.410 - 00:38:12.410] 才會給我
[00:38:12.410 - 00:38:13.410] 介紹你的公司
[00:38:13.410 - 00:38:14.410] 介紹一些唱譯
[00:38:14.410 - 00:38:15.410] 所以
[00:38:15.410 - 00:38:17.410] 你是有目的
[00:38:17.410 - 00:38:18.410] 但是
[00:38:18.410 - 00:38:19.410] 最好是
[00:38:19.410 - 00:38:20.410] 把這個目的
[00:38:20.410 - 00:38:21.410] 放到你的
[00:38:21.410 - 00:38:22.410] 有見的內容
[00:38:22.410 - 00:38:23.410] 當然是
[00:38:23.410 - 00:38:25.410] 也不要太明顯
[00:38:25.410 - 00:38:26.410] 就等於是
[00:38:26.410 - 00:38:27.410] 說
[00:38:27.410 - 00:38:28.410] 我覺得你一直跟你在
[00:38:28.410 - 00:38:29.410] 你有見面
[00:38:29.410 - 00:38:31.410] 只是介紹你的公司
[00:38:31.410 - 00:38:32.410] 我說你公司
[00:38:32.410 - 00:38:33.410] 有多厲害
[00:38:33.410 - 00:38:34.410] 你的公司
[00:38:34.410 - 00:38:35.410] 有多優秀的你唱譯
[00:38:35.410 - 00:38:37.410] 所以我很多是講關於
[00:38:37.410 - 00:38:38.410] 你公司的話
[00:38:38.410 - 00:38:39.410] 那
[00:38:39.410 - 00:38:40.410] 各位會覺得
[00:38:40.410 - 00:38:41.410] 你真的是想要推銷
[00:38:41.410 - 00:38:42.410] 那是
[00:38:42.410 - 00:38:43.410] 如果你是
[00:38:43.410 - 00:38:45.410] 給他們分享一些
[00:38:45.410 - 00:38:46.410] 建議
[00:38:46.410 - 00:38:47.410] 比如說
[00:38:47.410 - 00:38:48.410] 我知道
[00:38:48.410 - 00:38:49.410] 最近很多
[00:38:49.410 - 00:38:51.410] 我們寫業
[00:38:51.410 - 00:38:52.410] 有遇到
[00:38:52.410 - 00:38:53.410] 這個問題
[00:38:53.410 - 00:38:54.410] 然後
[00:38:54.410 - 00:38:55.410] 如果你利用
[00:38:55.410 - 00:38:57.410] 這種唱譯的話
[00:38:57.410 - 00:38:58.410] 你可以
[00:38:58.410 - 00:39:00.410] 減少很多方面的稱本
[00:39:00.410 - 00:39:01.410] 然後
[00:39:01.410 - 00:39:02.410] 就可以減少
[00:39:02.410 - 00:39:03.410] 你不一步的教你
[00:39:03.410 - 00:39:07.410] 減少
[00:39:07.410 - 00:39:09.410] 所以
[00:39:09.410 - 00:39:11.410] 比特別買家
[00:39:11.410 - 00:39:13.410] 他們自己感興趣的內容
[00:39:13.410 - 00:39:15.410] 也都是一些
[00:39:15.410 - 00:39:16.410] 跟長平教長
[00:39:16.410 - 00:39:18.410] 或者跟
[00:39:18.410 - 00:39:19.410] 這些喊嚴的一些
[00:39:19.410 - 00:39:20.410] 變動
[00:39:20.410 - 00:39:21.410] 還有
[00:39:21.410 - 00:39:22.410] 你公司的
[00:39:22.410 - 00:39:23.410] 長平介紹
[00:39:23.410 - 00:39:24.410] 但是
[00:39:24.410 - 00:39:25.410] 長平介紹
[00:39:25.410 - 00:39:26.410] 最好不是說
[00:39:26.410 - 00:39:27.410] 單獨的
[00:39:27.410 - 00:39:29.410] 簡單的
[00:39:29.410 - 00:39:30.410] 介紹最好不是說
[00:39:30.410 - 00:39:31.410] 單獨的
[00:39:31.410 - 00:39:33.410] 檢當的介紹
[00:39:33.410 - 00:39:34.410] 這個長平
[00:39:34.410 - 00:39:35.410] 還是說
[00:39:35.410 - 00:39:36.410] 樣子是從
[00:39:36.410 - 00:39:38.410] 用圖上介紹
[00:39:38.410 - 00:39:39.410] 樣子是從
[00:39:39.410 - 00:39:41.410] 按照不同的喊嚴來介紹
[00:39:41.410 - 00:39:42.410] 比如說
[00:39:42.410 - 00:39:43.410] 如果你能服
[00:39:43.410 - 00:39:44.410] 幾個喊嚴的話
[00:39:44.410 - 00:39:45.410] 你可以先說
[00:39:45.410 - 00:39:49.410] 我有針對這個喊嚴的
[00:39:49.410 - 00:39:50.410] 一些
[00:39:50.410 - 00:39:51.410] 這就是
[00:39:51.410 - 00:39:52.410] 有ABC這個解決
[00:39:52.410 - 00:39:53.410] 或者
[00:39:53.410 - 00:39:55.410] 如果你是需要
[00:39:55.410 - 00:39:56.410] 如果你
[00:39:56.410 - 00:39:57.410] 有不同的
[00:39:57.410 - 00:39:58.410] 你可以說
[00:39:58.410 - 00:40:00.410] 這種長平系列
[00:40:00.410 - 00:40:01.410] 可以用到
[00:40:01.410 - 00:40:02.410] 這個情況
[00:40:02.410 - 00:40:03.410] 這個情況
[00:40:03.410 - 00:40:04.410] 可以幫你
[00:40:04.410 - 00:40:05.410] 這個問題
[00:40:05.410 - 00:40:06.410] 這個問題
[00:40:06.410 - 00:40:07.410] 我所說
[00:40:07.410 - 00:40:08.410] 當主介紹
[00:40:08.410 - 00:40:09.410] 這個長平有
[00:40:09.410 - 00:40:11.410] Toddian ABCD
[00:40:11.410 - 00:40:12.410] 然後BW
[00:40:12.410 - 00:40:13.410] 買家
[00:40:13.410 - 00:40:14.410] 他們對於成功
[00:40:14.410 - 00:40:16.410] 按立非常感興趣
[00:40:16.410 - 00:40:18.410] 所以你就可以多分享
[00:40:18.410 - 00:40:19.410] 為你
[00:40:19.410 - 00:40:21.410] 以前服務的一些公司
[00:40:21.410 - 00:40:26.340] 和客戶
[00:40:26.340 - 00:40:27.340] 尤其是說
[00:40:27.340 - 00:40:28.340] 醫信之後
[00:40:28.340 - 00:40:30.340] 很多B2B買家
[00:40:30.340 - 00:40:32.340] 都很成為了非常保守的
[00:40:32.340 - 00:40:33.340] 就等於是說
[00:40:33.340 - 00:40:34.340] 他們
[00:40:34.340 - 00:40:35.340] 因為有收到
[00:40:35.340 - 00:40:36.340] 疫情的音象
[00:40:36.340 - 00:40:37.340] 所以
[00:40:37.340 - 00:40:38.340] 他們的優善
[00:40:38.340 - 00:40:40.340] 還是不會
[00:40:40.340 - 00:40:41.340] 增加
[00:40:41.340 - 00:40:42.340] 所以他們更可能
[00:40:42.340 - 00:40:43.340] 會選擇一些
[00:40:43.340 - 00:40:44.340] 他們比較
[00:40:44.340 - 00:40:46.340] 比較靠的
[00:40:46.340 - 00:40:47.340] 或者他們
[00:40:47.340 - 00:40:48.340] 之前
[00:40:48.340 - 00:40:50.340] 已經練習過
[00:40:50.340 - 00:40:51.340] 或者
[00:40:51.340 - 00:40:53.340] 做過的一些公司
[00:40:53.340 - 00:40:54.340] 因為他們
[00:40:54.340 - 00:40:55.340] 不是那麼想要
[00:40:55.340 - 00:40:56.340] 自始新的
[00:40:56.340 - 00:40:58.340] 因為他們比較
[00:40:58.340 - 00:41:00.340] 但是
[00:41:00.340 - 00:41:01.340] 出現一些問題
[00:41:01.340 - 00:41:02.340] 然後
[00:41:02.340 - 00:41:03.340] 大家就
[00:41:03.340 - 00:41:04.340] 因為疫情
[00:41:04.340 - 00:41:05.340] 就有
[00:41:05.340 - 00:41:06.340] 用過這方面的一些變化
[00:41:06.340 - 00:41:07.340] 而且
[00:41:07.340 - 00:41:09.340] 他們其實
[00:41:09.340 - 00:41:10.340] 孫子
[00:41:10.340 - 00:41:11.340] 你的時候
[00:41:11.340 - 00:41:12.340] 他們也不是說
[00:41:12.340 - 00:41:13.340] 那麼簡單的孫子
[00:41:13.340 - 00:41:14.340] 你
[00:41:14.340 - 00:41:16.340] 他們還是需要
[00:41:16.340 - 00:41:17.340] 先發現
[00:41:17.340 - 00:41:18.340] 新的光影山
[00:41:18.340 - 00:41:19.340] 然後對比
[00:41:19.340 - 00:41:20.340] 光影山
[00:41:20.340 - 00:41:21.340] 發現光影山
[00:41:21.340 - 00:41:22.340] 對比光影山
[00:41:22.340 - 00:41:23.340] 這個流程
[00:41:23.340 - 00:41:24.340] 還是像旁邊一樣的
[00:41:24.340 - 00:41:26.340] 非常複雜
[00:41:26.340 - 00:41:27.340] 然後不妝的
[00:41:27.340 - 00:41:29.340] 回來回去回來回去
[00:41:29.340 - 00:41:30.340] 那
[00:41:30.340 - 00:41:31.340] 你不知道
[00:41:31.340 - 00:41:32.340] 他們就
[00:41:32.340 - 00:41:33.340] 提到了哪一個節段
[00:41:33.340 - 00:41:34.340] 那
[00:41:34.340 - 00:41:35.340] 如果他們
[00:41:35.340 - 00:41:36.340] 還沒有
[00:41:36.340 - 00:41:37.340] 準備購買的話
[00:41:37.340 - 00:41:38.340] 你給他們
[00:41:38.340 - 00:41:39.340] 放那些
[00:41:39.340 - 00:41:40.340] 你給他們
[00:41:40.340 - 00:41:42.340] 看你的
[00:41:42.340 - 00:41:43.340] 公司介紹的話
[00:41:43.340 - 00:41:44.340] 不一定是
[00:41:44.340 - 00:41:45.340] 馬上就想要
[00:41:45.340 - 00:41:46.340] 練習你一個
[00:41:46.340 - 00:41:47.340] 雄旁
[00:41:47.340 - 00:41:48.340] 但是如果你能
[00:41:48.340 - 00:41:49.340] 定期
[00:41:49.340 - 00:41:50.340] 出現在
[00:41:50.340 - 00:41:51.340] 他們平時看的
[00:41:51.340 - 00:41:52.340] 為止
[00:41:52.340 - 00:41:53.340] 比如說
[00:41:53.340 - 00:41:55.340] 他們的
[00:41:55.340 - 00:41:56.340] 有相
[00:41:56.340 - 00:41:57.340] 那你就可以
[00:41:57.340 - 00:41:58.340] 定期期心
[00:41:58.340 - 00:41:59.340] 他們
[00:41:59.340 - 00:42:00.340] 有你公司
[00:42:00.340 - 00:42:01.340] 終在
[00:42:01.340 - 00:42:02.340] 所以
[00:42:02.340 - 00:42:03.340] 你就可以
[00:42:03.340 - 00:42:04.340] 就像是
[00:42:04.340 - 00:42:05.340] 你自己
[00:42:05.340 - 00:42:06.340] 個電梯
[00:42:06.340 - 00:42:07.340] 然後電梯裡面
[00:42:07.340 - 00:42:08.340] 有網告
[00:42:08.340 - 00:42:09.340] 所以
[00:42:09.340 - 00:42:10.340] 廣告
[00:42:10.340 - 00:42:11.340] 是可以
[00:42:11.340 - 00:42:13.340] 溫告
