# 新课抢先学_5. 参展攻略（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.250] 我们再看后面两位
[00:34:43.320 - 00:34:45.620] 你要不要去把控清楚这个客户
[00:34:45.880 - 00:34:47.920] 层单的时间性大概多久
[00:34:48.180 - 00:34:49.200] 专业性多久
[00:34:49.460 - 00:34:51.000] 他是不是通过你
[00:34:51.260 - 00:34:53.040] 直接能替代他进来的一
[00:34:53.300 - 00:34:57.660] 先也或者是希望你给他一个当地市场的支持和包忙
[00:34:58.420 - 00:35:01.500] 对于这样的情况我们心中一定要许说
[00:35:02.520 - 00:35:05.840] 第11个呢就是当所有问题都问完了
[00:35:06.360 - 00:35:08.400] 我们所有问题都问完了时候
[00:35:08.660 - 00:35:10.700] 请学会主动结束谈话
[00:35:11.720 - 00:35:14.800] 因为当你主动结束谈话的时候
[00:35:15.560 - 00:35:16.840] 说明你是真
[00:35:17.100 - 00:35:19.660] 真真真中别人的时间的
[00:35:20.680 - 00:35:22.740] 我比如说我跟你一个客户谈完了
[00:35:23.000 - 00:35:24.540] 聊的东西都聊差不多了
[00:35:25.560 - 00:35:30.160] 我可以会主动问客户还有什么问题想问的想了解的
[00:35:30.420 - 00:35:31.440] 那么这个问题
[00:35:31.700 - 00:35:35.020] 我就是带着客户去引导他这个结束谈话
[00:35:35.220 - 00:35:38.100] 因为我尊重他的时间他可能有其他的事
[00:35:38.600 - 00:35:42.180] 那我瞬口就带着如果说他如果说
[00:35:42.440 - 00:35:43.720] 有一些没问题的话
[00:35:43.980 - 00:35:46.800] 那你说说我不打扰不单着您的时间了
[00:35:47.060 - 00:35:48.340] 如果您有其他事
[00:35:48.840 - 00:35:49.620] 您请辩
[00:35:50.120 - 00:35:52.720] 在那的话呢客户会觉得你非常尊重
[00:35:52.940 - 00:35:54.480] 每个细节都为他考虑
[00:35:55.500 - 00:35:59.080] 然后结束谈话之后呢你也可以去处理其他的客人
[00:35:59.600 - 00:36:03.440] 但是结束谈话之后你一个客户军应跟你谈三十分钟
[00:36:03.900 - 00:36:05.240] 四十分钟一个小时
[00:36:05.740 - 00:36:06.760] 不管全部成单
[00:36:07.020 - 00:36:10.600] 都要送上一个真贵的小礼物表示看见
[00:36:10.860 - 00:36:12.660] 这个小礼物是你也
[00:36:12.920 - 00:36:14.960] 不是对每个人都需要发的
[00:36:15.220 - 00:36:18.540] 而是针对这个客户一定要给他一个特别的礼物
[00:36:19.060 - 00:36:21.880] 因为这个礼物的话他让我觉得自己被尊重了
[00:36:22.120 - 00:36:22.900] 而这样的礼物
[00:36:23.660 - 00:36:26.220] 应该说是要有用心的准备的
[00:36:26.480 - 00:36:27.760] 并非要非常贵
[00:36:28.780 - 00:36:31.860] 这个呢就是我们一开始所说的呢就是如何呢
[00:36:31.860 - 00:36:33.400] 这个月好的
[00:36:33.900 - 00:36:37.240] 客户呢进行一个简单的一些谈判一些交流
[00:36:43.540 - 00:36:46.340] 如何高效的利用会长时间
[00:36:46.600 - 00:36:47.640] 这个是非常
[00:36:47.880 - 00:36:49.160] 也是非常重要的
[00:36:49.680 - 00:36:54.540] 因为我们往往展会时间呢我们国外展会一般是三到四天
[00:36:55.060 - 00:36:59.140] 三到四天当中了我们会发现很多的时间呢我们是
[00:36:59.400 - 00:37:00.680] 没有客户来访
[00:37:00.940 - 00:37:02.740] 那么在没有客户来访
[00:37:02.980 - 00:37:04.520] 我们去该怎么去做呢
[00:37:05.240 - 00:37:07.340] 这些问题呢我们后面一一去说
[00:37:07.840 - 00:37:13.740] 包括我们能不能更加利用更多的时间去抓住这边市场的机会
[00:37:14.240 - 00:37:17.320] 我们该如何去抓住在这个点上的我们会进入它
[00:37:17.840 - 00:37:19.120] 第一个呢前两天
[00:37:19.880 - 00:37:21.920] 近客人的预约前的客户
[00:37:22.700 - 00:37:24.480] 并告知他他你们的展会号
[00:37:25.000 - 00:37:26.020] 就近一上约
[00:37:26.280 - 00:37:27.820] 那第三天也可以约
[00:37:28.580 - 00:37:30.120] 预完之后然后就等
[00:37:30.380 - 00:37:32.160] 等他来再那个时间点
[00:37:32.680 - 00:37:37.780] 这个呢就是说明的一些客户呢直接就坐下来能了一些时间长的内容
[00:37:38.040 - 00:37:38.820] 细节点
[00:37:39.580 - 00:37:43.680] 第二个呢你可以去了解是不是有早餐会议
[00:37:44.180 - 00:37:45.480] 有的话可以去听一听
[00:37:45.980 - 00:37:49.060] 学会打听早餐会议早餐会议时间段的
[00:37:49.820 - 00:37:51.880] 为什么是早餐会议非常重要呢
[00:37:52.380 - 00:37:58.280] 然后我在美国去参加展会的时候呢我的领导就跟旁边的一些这个展商吧就聊天聊的
[00:37:58.780 - 00:38:02.120] 然后他们也听说我们左右旁边两边都是美国人
[00:38:02.620 - 00:38:07.540] 然后他们一听说你是来自中国然后第一次来参加这样的展会然后做了一些准备
[00:38:07.540 - 00:38:08.040] 他说
[00:38:08.560 - 00:38:09.840] 又知道了我们的情况
[00:38:10.100 - 00:38:13.680] 他说我推荐你做一个参加一个早餐会议去跟记一下
[00:38:13.940 - 00:38:15.480] 然后找到七点钟来
[00:38:15.740 - 00:38:17.780] 就去听会就可以了
[00:38:18.040 - 00:38:24.420] 这个早餐会议呢然后领导参加完之后呢他有非常多的收货跟我分享这个行业的一些规则
[00:38:24.680 - 00:38:25.960] 一些运行的方式啊
[00:38:26.220 - 00:38:27.760] 让我开了一些眼界
[00:38:28.020 - 00:38:30.320] 然后我们更有一些针对象
[00:38:31.300 - 00:38:36.720] 第一位早餐会议他不只针对吗我一个客户他是针对整个行业的
[00:38:36.980 - 00:38:39.520] 所以这时候为什么要讲大家需要去
[00:38:39.800 - 00:38:41.080] 少的参加
[00:38:41.320 - 00:38:42.600] 专业性的展会
[00:38:42.860 - 00:38:44.140] 不是大的那种展会
[00:38:44.400 - 00:38:48.240] 专业性的展会当中我们的内容就是比较偏专业的东西了
[00:38:48.500 - 00:38:49.520] 偏专业好了
[00:38:49.780 - 00:38:53.360] 那把这时候就是一个专业的行业的趋势发展的方向
[00:38:53.620 - 00:38:55.660] 都会在展会当中去谈到聊到
[00:38:56.120 - 00:39:00.780] 而也在这个国家大概的情况方式是什么样的你都可以了解到
[00:39:01.300 - 00:39:03.600] 还有跟着邏輯在里面就是
[00:39:04.620 - 00:39:14.100] 美国人包括欧美人吧准确讲欧美人的晚上的夜生活呢都是比较的平淡的没有太多的夜生活
[00:39:14.360 - 00:39:17.680] 那么他们晚上睡觉时间呢一般来做是比较长的
[00:39:17.940 - 00:39:19.480] 早餐起得也特别的早
[00:39:19.720 - 00:39:21.260] 所以他们喜欢开早会
[00:39:21.520 - 00:39:22.540] 你想要开早餐
[00:39:22.540 - 00:39:25.100] 全部是一般的似乎点东起床
[00:39:25.360 - 00:39:27.920] 然后九点东之前就赶完一天的要做的事了
[00:39:28.180 - 00:39:29.960] 然后剩下时间去做自己的研发
[00:39:30.220 - 00:39:33.540] 然后包括很多的明星啊 科币啊之类的
[00:39:33.800 - 00:39:37.640] 虽然他们辛苦但是都是早餐一大大为什么因为晚上休息的早
[00:39:38.420 - 00:39:41.360] 晚上休息的早早早早餐起来的早餐起来的早餐起来的早餐起来的
[00:39:41.620 - 00:39:44.040] 精神保满是和参加会议
[00:39:44.300 - 00:39:46.340] 聊东西会有这样的一个
[00:39:46.860 - 00:39:51.980] 一个这个清晰感觉会更快的吸收到新鲜的知识
[00:39:52.440 - 00:39:57.100] 那么所以早餐会议是一些欧美国家的一些习惯
[00:39:57.100 - 00:39:58.640] 现在中国也比较流行
[00:39:58.900 - 00:40:02.480] 大家看一下这个呢就是我列出来的这个早餐会议
[00:40:02.740 - 00:40:03.760] 这样的一个图片
[00:40:04.260 - 00:40:06.560] 这个是一个是在美国不在便排
[00:40:06.820 - 00:40:10.920] 这个欧美那边的这边是一个中国的一个采计早餐吃了一只打会
[00:40:11.180 - 00:40:13.220] 所以大家呢都是用抓住这样的时间
[00:40:13.480 - 00:40:15.540] 好 大家展现会之后那么
[00:40:16.040 - 00:40:18.340] 我们在回到我们刚刚的高校的用时间
[00:40:18.540 - 00:40:23.200] 就是在没有约客户的时候又长时间没有人来绑之时
[00:40:23.720 - 00:40:26.520] 你是让可以去查看其他公司的展规
[00:40:27.040 - 00:40:29.860] 学习北人是如何宣传自己的企业的
[00:40:31.400 - 00:40:33.700] 可以去参加看别人的
[00:40:34.720 - 00:40:35.240] 对吧
[00:40:35.500 - 00:40:38.560] 你看别人去怎么去宣传自己企业的
[00:40:38.820 - 00:40:39.580] 所以去学习
[00:40:40.620 - 00:40:41.640] 然后在进步
[00:40:41.900 - 00:40:43.680] 去其他展规之前
[00:40:44.200 - 00:40:45.980] 你可以了解
[00:40:45.980 - 00:40:48.800] 有可能且在合作机会的企业
[00:40:49.560 - 00:40:52.640] 你通过怎么了解呢通过参展商的明幕
[00:40:52.900 - 00:40:54.420] 你看过了企家企业
[00:40:54.680 - 00:40:55.700] 哪企家很有可能
[00:40:56.220 - 00:41:00.320] 然后他们是做什么的他们做什么有没有企家家也在做这样的类似的
[00:41:00.580 - 00:41:03.900] 你这些都可以去别人的展规上去谈
[00:41:04.160 - 00:41:04.660] 去聊天
[00:41:04.920 - 00:41:07.220] 去直接去谈你合作企业来机会
[00:41:07.740 - 00:41:08.500] 你可以这么说
[00:41:08.760 - 00:41:12.100] 我在参展商的明路上面我之前了解到你们企业
[00:41:12.360 - 00:41:14.400] 我们是来自中国什么样的企业
[00:41:14.400 - 00:41:17.220] 我们做什么我们想到了我们这样的产品
[00:41:17.480 - 00:41:19.260] 可能是不是和你这样的产品
[00:41:19.520 - 00:41:22.600] 会有一个这样的搭配和有这样的合作可能性
[00:41:23.100 - 00:41:25.660] 如果你喜欢的话我可以跟大家的生活交流
[00:41:25.920 - 00:41:27.720] 包括我对我们所想的合作呢
[00:41:27.980 - 00:41:30.780] 跟一些一些分享的一些想法
[00:41:31.560 - 00:41:32.580] 别人一听会有
[00:41:32.840 - 00:41:36.160] 觉得你是一个有准备的人然后你对这个行业有了解
[00:41:36.420 - 00:41:37.960] 所以就会有很感兴趣
[00:41:38.200 - 00:41:40.260] 不是简单的问人家做什么
[00:41:40.520 - 00:41:42.820] 你上来就知道别人做什么你做什么
[00:41:43.020 - 00:41:44.860] 你给人别人死入室
[00:41:45.120 - 00:41:46.660] 别人会觉得很兴趣
[00:41:46.920 - 00:41:51.780] 叫一个我的案例的我原来在美国去特劳版去参加软件展的时候
[00:41:52.040 - 00:41:53.320] 我自己也没人了
[00:41:53.580 - 00:41:55.360] 好了老板就在展微上就待着了
[00:41:55.620 - 00:41:57.920] 我说我老板我自己出去看一圈
[00:41:58.440 - 00:42:01.760] 然后看了一圈我大概逛了一个半小时回来了
[00:42:02.280 - 00:42:05.600] 然后老板说了你走之后怎么来了三个百块说了早你
[00:42:05.860 - 00:42:07.140] 然后我就接待了
[00:42:07.400 - 00:42:08.160] 我说是
[00:42:08.420 - 00:42:12.780] 我去看家展问人家老板不在然后估计后来赶回展位
[00:42:13.020 - 00:42:14.220] 和他同事聊天
[00:42:14.500 - 00:42:16.920] 聊了之后我就把我的明天和展微号给他
[00:42:17.180 - 00:42:18.460] 我说到有空他就过来
[00:42:18.720 - 00:42:19.480] 就可以了
[00:42:19.720 - 00:42:20.760] 没想到他来这么快
[00:42:21.260 - 00:42:24.340] 老板说老板当时我的老板就非常的开心
[00:42:24.600 - 00:42:28.180] 为什么呢因为他做了一边就外国直接来上门找他
[00:42:28.700 - 00:42:30.220] 这个感觉是不一样的
[00:42:30.480 - 00:42:34.060] 你做的展微上不是看了邀请拿别人进来
[00:42:34.320 - 00:42:36.120] 是别人上来就跟你谈事
[00:42:37.140 - 00:42:41.740] 别人上来就跟你谈事的时候别人会有的时候当你无聊的时候
[00:42:41.940 - 00:42:45.580] 有一些客户老外客跟你谈事的主动给你谈事的时候
[00:42:45.840 - 00:42:47.880] 是非常难得是让人信分
[00:42:48.140 - 00:42:49.940] 我一般来说我就出去跑
[00:42:50.440 - 00:42:53.440] 跑一个整个展圈展会
[00:42:53.760 - 00:42:55.820] 然后几百家全都大概看着差不多
[00:42:56.080 - 00:42:58.120] 然后谈一些几大的情况
[00:42:58.380 - 00:43:01.200] 大的场上去约谈啊找领导啊
[00:43:01.700 - 00:43:02.720] 找他们领导啊
[00:43:02.980 - 00:43:05.800] 就一个一个人去提Proposal
[00:43:06.060 - 00:43:07.860] 我们合作是大概可以怎么样的合作
[00:43:08.100 - 00:43:09.900] 我们是在中国是怎么样做企业的
[00:43:10.160 - 00:43:11.440] 我们的谈名是什么样的
[00:43:11.640 - 00:43:12.980] 我们是怎么做事
[00:43:13.240 - 00:43:15.280] 然后我们能这样的合作方式
[00:43:15.540 - 00:43:16.300] 可不可以
[00:43:16.560 - 00:43:20.660] 大家对一起聊聊天嘛如果你有时间欢迎来我展微上没一起聊解一下
[00:43:20.920 - 00:43:22.960] 结果开始展会当中
[00:43:23.220 - 00:43:25.520] 后来听到我后来总算了一下
[00:43:25.780 - 00:43:30.120] 邀请新新的客户邀请别的新的客户大概有七百家
[00:43:30.380 - 00:43:32.180] 到我们展微上来一起聊事了
[00:43:32.680 - 00:43:34.480] 然后七百家当中有一家层单了
[00:43:34.740 - 00:43:35.240] 哦叶
[00:43:35.500 - 00:43:38.840] 这个就是待遇你要去后遇发现你的机会
[00:43:39.600 - 00:43:41.140] 机会就在身边
[00:43:41.640 - 00:43:42.200] 你的
[00:43:42.720 - 00:43:46.820] 在展会上面你不仅仅等待的是你的客户
[00:43:47.840 - 00:43:50.920] 而且很多的时候你在等待的是
[00:43:51.180 - 00:43:54.240] 你在你需要抓住的是一些新的机会
[00:43:54.500 - 00:43:56.800] 机会就在身边就看自己怎么做
[00:43:57.320 - 00:43:59.880] 第五个难就是说所有做了这些东西呢
[00:44:00.140 - 00:44:03.720] 对自己说在的行业需要有深刻的了解
[00:44:04.480 - 00:44:06.280] 发现可以合作其他场上
[00:44:06.540 - 00:44:08.580] 主动去别人展微上去交流
[00:44:08.840 - 00:44:11.140] 带着一起合作的目的去认识
[00:44:11.960 - 00:44:17.320] 这样的话你会对整个那个你所展会的市场有深刻的了解
[00:44:17.840 - 00:44:24.240] 以花一个几万万块钱或十万万钱你就知道这个市场是不是值得在往下投钱了
[00:44:24.760 - 00:44:28.080] 这个你是自己就更加清楚新知度明了
[00:44:29.620 - 00:44:34.220] 第六个也是干所说的了主动去谈合作方式建立共银方案
[00:44:34.740 - 00:44:38.060] 同时思考合作的预计
[00:44:38.520 - 00:44:41.900] 轻轻同时对此同行对此是的看法
[00:44:42.160 - 00:44:45.480] 你要轻轻看看他们对这样的事情有什么样的考虑
[00:44:45.740 - 00:44:49.840] 往往有时候合作的老外呢一般来说是走他们的不然的
[00:44:50.100 - 00:44:52.660] 我们就做支持成为他们的外包
[00:44:52.900 - 00:44:54.960] 或者是给他们做 OEM等等
[00:44:55.220 - 00:44:58.020] 这样的话你要可以考虑要你公司的决策
[00:44:58.280 - 00:44:59.820] 而且他能给你丁单的大小
[00:45:00.080 - 00:45:01.880] 这样的话你在中和的评估
[00:45:02.380 - 00:45:06.980] 所以这些机会当你想到这些问题机会就来了
[00:45:07.500 - 00:45:13.640] 这时候就不顶紧单单在等着几个或去聊价格去聊参明指辆了
[00:45:13.900 - 00:45:16.700] 我们是谈怎么样一起玩一起合作
[00:45:17.220 - 00:45:20.300] 所以第七点就是你可以邀请他们来到你的展位
[00:45:20.800 - 00:45:24.140] 展位你的这些展位就是公司司的门面与窗口
[00:45:24.400 - 00:45:27.980] 这样的话可以方面你的领导和同时一起会见
[00:45:29.260 - 00:45:33.100] 第八个就是或者邀请现有或请在客户做一个推荐
[00:45:33.860 - 00:45:36.420] 请他们做个推荐他们来展位上了
[00:45:36.620 - 00:45:41.280] 他们是不可能说一任何生意都是一家把整个国家的团掉对不对
[00:45:41.800 - 00:45:45.120] 那做一个推荐他们觉得当你市场哪家做了更为出色
[00:45:45.380 - 00:45:46.140] 你直接跟他去
[00:45:47.180 - 00:45:48.200] 今天跟他去聊
[00:45:48.460 - 00:45:50.500] 一下子你就认识了很多新的朋友
[00:45:51.020 - 00:45:53.320] 所以你可以出多交流
[00:45:53.820 - 00:45:55.360] 机会就在你眼前
[00:45:55.620 - 00:45:58.700] 所以为什么说大家为什么愿意去参加国外展会
[00:45:59.200 - 00:46:02.280] 这不仅是你像不对外展是了一个窗口
[00:46:02.780 - 00:46:06.120] 同时你也可以发现新的机会的一个
[00:46:07.400 - 00:46:07.960] 切几
[00:46:08.720 - 00:46:10.780] 就是多流一点天的时间
[00:46:11.280 - 00:46:12.060] 方便
[00:46:12.560 - 00:46:14.860] 拜访钱在客户活做门市场
[00:46:15.380 - 00:46:19.740] 因为你需要流一点天的时间了去聊一下请在客户和中南市场情况
[00:46:20.000 - 00:46:21.020] 怎么去应应的
[00:46:22.300 - 00:46:28.940] 你不能说指揮了一个展会一个国家有很多的钱在客户他有企业在了他有中南市场在了
[00:46:29.200 - 00:46:34.060] 你多约一些企业客户看他愿不愿意带理到最后的中南市场一起去
[00:46:34.320 - 00:46:35.080] 供您发展
[00:46:35.540 - 00:46:39.940] 这一些就是我更多的讨论的当中一些如何更加高养
[00:46:40.200 - 00:46:43.780] 你想想看你在你休閒休息的时间
[00:46:44.300 - 00:46:49.420] 但那边等客户的时间的时候你就可以充出去去找机会
[00:46:50.180 - 00:46:51.720] 充出去去找机会
[00:46:51.980 - 00:46:54.020] 这是比什么都难得的
[00:46:55.820 - 00:46:59.920] 第三个呢去参加其他的一些其他的细节
[00:47:00.420 - 00:47:01.180] 一个
[00:47:01.440 - 00:47:04.780] 学会时刻的整理自己的钱那刻会的机会
[00:47:05.080 - 00:47:06.100] 学会时刻整理
[00:47:06.360 - 00:47:09.180] 再是你回公司当中你最需要做事的
[00:47:09.440 - 00:47:12.500] 注意的你要跟中的你不能弄丢一张
[00:47:12.760 - 00:47:15.840] 你弄丢一张就有可能弄丢一个客户我跟你这么说
[00:47:16.340 - 00:47:18.660] 所以要时刻整理好弄整齐了
[00:47:18.900 - 00:47:20.440] 然后哪些客户啊
[00:47:20.700 - 00:47:24.540] 你有印象一定要把他给放好这是核心的核心
[00:47:25.040 - 00:47:29.140] 然后往往重点客户让你记住好之后进行拍照一面弄丢
[00:47:29.400 - 00:47:30.160] 进行拍照
[00:47:30.420 - 00:47:32.480] 拍照完之后你这样就会有印象
[00:47:32.940 - 00:47:36.840] 第二个呢常常清理之约展贵给客户一个良好的形象
[00:47:37.080 - 00:47:39.900] 这就像你的家一样打少赶紧一些
[00:47:40.420 - 00:47:43.240] 然后呢让客户觉得清新一些
[00:47:44.260 - 00:47:48.360] 第三个呢就是要学会做一些这个经济的小理品
[00:47:48.620 - 00:47:51.160] 因为你品费好做到展会准备预算当作
[00:47:51.680 - 00:47:54.760] 第四个就是经济展会开展前三个分钟到场
[00:47:55.020 - 00:47:55.780] 因为为什么
[00:47:56.040 - 00:47:57.820] 这样呢你可以多认识
[00:47:58.840 - 00:48:01.160] 同时准备不展的同行也得很夸半
[00:48:01.360 - 00:48:03.840] 说实话去国在摆摆摆摆
[00:48:04.040 - 00:48:05.520] 我一般从来不跟团的
[00:48:05.760 - 00:48:07.560] 因为时间可以自己掌控
[00:48:07.820 - 00:48:09.860] 跟团呢一般是半
[00:48:10.120 - 00:48:12.420] 半公半五思的那种就是
[00:48:12.680 - 00:48:14.480] 又能玩又能看展会
[00:48:14.740 - 00:48:17.320] 其实我们一般出国摆摆摆摆摆
[00:48:17.540 - 00:48:19.840] 说起心理话基本上没时间玩
[00:48:20.100 - 00:48:21.380] 真的没时间玩
[00:48:21.640 - 00:48:24.460] 可能就一个晚上有时间没有约到晚餐
[00:48:24.720 - 00:48:26.500] 然后才会有机会逛一逛
[00:48:26.760 - 00:48:30.860] 很多时候都不知道我们去着国家到底有什么好玩人都没时间玩
[00:48:31.360 - 00:48:37.040] 第六个呢就是每天收展前20分钟呢和同时开个会
[00:48:37.560 - 00:48:40.120] 回顾一下今天收获需要提高的方面
[00:48:40.880 - 00:48:45.760] 然后呢到第七个呢就是晚上回冰管必须记录展会当天的回不报告
[00:48:46.260 - 00:48:48.320] 发明日后回到公司重复查看
[00:48:49.080 - 00:48:50.620] 千万不要小玩这事
[00:48:51.120 - 00:48:54.960] 回到冰果案记录当天你参加展会的
[00:48:55.220 - 00:48:56.000] 内容
[00:48:56.260 - 00:48:57.280] 记录下来
[00:48:57.540 - 00:49:00.080] 然后想一想有哪些东西谈了有哪些东西谈了有哪些东西谈了
[00:49:00.280 - 00:49:01.360] 也都没谈
[00:49:01.620 - 00:49:03.400] 是不是可以在约见在聊一下
[00:49:03.920 - 00:49:05.720] 把来写清楚记录清楚
[00:49:06.740 - 00:49:11.340] 一般来说呢会大概花一个三一分钟到一个小时写这个记录报告会好一些
[00:49:11.600 - 00:49:16.720] 然后呢你会有更好的清晰的思路为明天的展会呢展会呢再做准备
[00:49:16.980 - 00:49:22.600] 第八个呢就是进浆准备两个女形象方便带回一件样品回公司
[00:49:22.860 - 00:49:25.420] 这是我们表面上的你可以带一些样品
[00:49:25.940 - 00:49:28.500] 准备两个女形象也可以在国外讨论货
[00:49:28.700 - 00:49:30.800] 也可以带回国内这也是实话
[00:49:31.820 - 00:49:37.460] 第九个呢请注意自己的左座和法行第10个要永远保持自信乐观的一面
[00:49:37.720 - 00:49:39.760] 后面呢我给大家看四张图
[00:49:40.020 - 00:49:40.540] 看看呢
[00:49:40.800 - 00:49:45.660] 这个四个展会的图大家准备的展位呀这个左座呢是怎么感觉
[00:49:46.160 - 00:49:47.180] 前两张图
[00:49:47.700 - 00:49:50.000] 大家看新看左手边的两个人
[00:49:50.260 - 00:49:52.560] 这个左手边两个人看可能是中国人
[00:49:52.820 - 00:49:58.460] 他们的左座呢是有准备了那么穿的是西座啊这很正统
[00:49:58.700 - 00:50:00.040] 但是我突然发现呢
[00:50:00.540 - 00:50:02.600] 这个他们的这个
[00:50:02.860 - 00:50:04.900] 穿的感觉不是很精神
[00:50:05.420 - 00:50:09.260] 特别是右手边带眼睛男生呢他的感觉呢就是头发太长
[00:50:09.760 - 00:50:12.580] 然后没有非常很好地打理自己呀
[00:50:12.840 - 00:50:14.380] 左边呢不够自信
[00:50:14.620 - 00:50:16.940] 所以应该是更加的自信更加的
[00:50:17.180 - 00:50:19.240] 专注一些更加的专业一点
[00:50:19.500 - 00:50:22.820] 发行和一世都是非常重要的
[00:50:23.080 - 00:50:26.140] 右手边呢这个人呢无老外呢他就做了了
[00:50:26.340 - 00:50:28.440] 啊就像当于一个发展会资料时的
[00:50:28.700 - 00:50:30.740] 那么我也不知道他具体在做什么
[00:50:31.000 - 00:50:33.820] 那他呢穿多打扮的事情的比较概念的
[00:50:34.340 - 00:50:38.680] 现在也不留情呢应该想想他2060年我不知道是2060年还是什么
[00:50:38.940 - 00:50:40.740] 但是他这一个显示就是他
[00:50:41.000 - 00:50:43.040] 放了太多的样测的后面了
[00:50:43.540 - 00:50:46.100] 现在的话只要少一个二回码就好了对不对
[00:50:46.360 - 00:50:51.480] 然后他那个展会的话大家看一下这个种展会呢这个标准的美国展会半开始的
[00:50:51.740 - 00:50:54.820] 旁边就是一道杠然后你只有后面可以进行展示
[00:50:55.280 - 00:51:00.960] 所以如果去参加美国展会的话大家注意一下然后思考一下怎么样去做不好自己的展位
[00:51:01.720 - 00:51:06.840] 然后后面有两张一个应该是一个领导和他的女女支援
[00:51:07.100 - 00:51:08.380] 参加了一个展位
[00:51:08.640 - 00:51:15.800] 我觉得女支援没有问题但我觉得领导吧应该把那个趁山下到库子里面这样看上去更加的专业一些
[00:51:16.080 - 00:51:19.920] 我觉得趁山一定要下到库子不快到库子里有会觉得
[00:51:20.420 - 00:51:21.700] 不干练
[00:51:22.160 - 00:51:25.540] 所以在这个时候的话左库有非常重要了
[00:51:26.060 - 00:51:29.380] 然后最后一个我觉得最新场的就是这样一个中国产威
[00:51:29.640 - 00:51:33.480] 我不知道他们是什么公司但是我知道他们肯定不是一家小公司
[00:51:33.980 - 00:51:38.080] 他们的领带串山包括衣服外国的衣服包括的发行
[00:51:38.340 - 00:51:41.420] 整体感觉是非常干年的非常职业化
[00:51:41.680 - 00:51:45.760] 这个就是我们应该在展位当中所应该展现给国外客户了
[00:51:46.020 - 00:51:48.580] 专业的音语专业的表述
[00:51:48.780 - 00:51:50.120] 自信的一面
[00:51:50.360 - 00:51:55.240] 然后谈判能够引导客户你做一个企业你就能做去信引客户
[00:51:55.500 - 00:51:57.540] 别人会觉得你这一趁说打扮
[00:51:57.800 - 00:52:00.360] 包括你的说话谈土是值得靠着住的
[00:52:00.620 - 00:52:03.940] 在短时间之类是容易建立其好的印象的
[00:52:04.200 - 00:52:06.500] 那就是声音的开始
[00:52:07.020 - 00:52:10.860] 所以在这个点上的话我分享这么多给大家一些思考
[00:52:16.610 - 00:52:19.170] 我们展到了展会前的准备
[00:52:20.150 - 00:52:24.030] 参展时候的一些我们所需要的提高自己的效果
[00:52:24.550 - 00:52:28.130] 那么现在回到重点就是我们展会当中解构了
[00:52:28.630 - 00:52:29.930] 我们该如何的跟踪呢
[00:52:31.710 - 00:52:32.230] 我们知道
[00:52:32.730 - 00:52:35.810] 一个展会是我们精心准备的很长时间的
[00:52:36.570 - 00:52:38.110] 那么我们的
[00:52:38.370 - 00:52:39.910] 做过
[00:52:40.170 - 00:52:41.950] 所谓的这个客户名单
[00:52:42.210 - 00:52:46.050] 包括我们认识要的客户呢对我们来说呢是非常重要的
[00:52:46.770 - 00:52:47.850] 所以跟踪呢
[00:52:48.610 - 00:52:51.170] 是一个非常效非常重要的一个点
[00:52:51.930 - 00:52:55.010] 那么他呢有可能是对我们产生的一个成绩
[00:52:55.770 - 00:52:57.050] 所以这个点呢就在这
[00:52:57.830 - 00:53:00.890] 我先从这个客户如何分内
[00:53:01.670 - 00:53:02.690] 客户跟踪步着
[00:53:03.210 - 00:53:09.090] 包括这个跟踪所遇到蓝帖机方案当中去进三方面去进行说
[00:53:09.610 - 00:53:12.670] 我们客户分内的话可以按照三内来分
[00:53:13.130 - 00:53:16.510] 一类是按照关系情况来分块份
[00:53:17.270 - 00:53:22.150] 那么我们知道关系情况下面呢一般之前如果听过我的客户的话呢
[00:53:22.650 - 00:53:24.950] 直到我们客户呢是分为三内客户
[00:53:25.210 - 00:53:27.270] 第一类客户呢是现有客户
[00:53:27.510 - 00:53:29.310] 就是我们以你合作过
[00:53:29.570 - 00:53:30.850] 成单过的客户
[00:53:32.130 - 00:53:34.170] 第二个呢就是潜在客户
[00:53:34.430 - 00:53:35.710] 我们正在
[00:53:35.970 - 00:53:36.990] 这个谈的
[00:53:37.250 - 00:53:39.550] 而且已经产生了一项有个爆价
[00:53:39.810 - 00:53:42.370] 有个比此沟通有见沟通的客户
[00:53:42.570 - 00:53:43.650] 叫潜在客户
[00:53:45.190 - 00:53:47.490] 第三类客户呢就是我们刚刚认识
[00:53:48.510 - 00:53:50.050] 那么一次只知道
[00:53:50.310 - 00:53:51.330] 做什么
[00:53:51.830 - 00:53:53.630] 但是呢没有过多的交流
[00:53:54.910 - 00:53:56.710] 这类客户呢是第三类客户
[00:53:57.990 - 00:54:02.090] 那么按照我们以往传统来分客户呢客户分内呢就跟东呢
[00:54:02.350 - 00:54:04.650] 基本上就是按了这三类来跟中
[00:54:05.150 - 00:54:08.490] 所以以往我们回公司的时候呢直接就是
[00:54:08.690 - 00:54:10.290] 可以快速分亲
[00:54:10.550 - 00:54:12.850] 一刻分亲这个成单客户
[00:54:13.350 - 00:54:14.630] 更加有重点的跟重
[00:54:14.890 - 00:54:17.710] 所以那时候当夜5元的时候我们能直接就跟我讲
