# 新课抢先学_3. 邮件营销（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:10.140] 那正好 安欲來到這個部分的內容
[00:00:10.140 - 00:00:15.260] 我們在這期內的課程有十到很多的關於郵政影校
[00:21:25.070 - 00:21:26.670] 那是不一定是需要提到
[00:21:26.670 - 00:21:29.070] 這個客戶的平派詞
[00:21:29.070 - 00:21:29.710] 另外一個點
[00:21:29.710 - 00:21:31.710] 我們是可以分享一些
[00:21:31.710 - 00:21:32.670] 讀多有
[00:21:32.670 - 00:21:33.470] 這單元是說
[00:21:33.470 - 00:21:35.310] 可以分享一些教程
[00:21:35.310 - 00:21:36.910] 讓客戶了解
[00:21:36.910 - 00:21:39.550] 如果他已經買了這個長批
[00:21:39.550 - 00:21:42.110] 有其實如果是正對老客戶的話
[00:21:42.110 - 00:21:44.030] 他已經買了這個長批
[00:21:44.030 - 00:21:45.230] 那是他可能
[00:21:45.230 - 00:21:46.190] 不了解
[00:21:46.190 - 00:21:47.790] 如何
[00:21:47.790 - 00:21:49.310] 微修這個長批
[00:21:49.310 - 00:21:50.510] 或者他
[00:21:50.510 - 00:21:51.950] 不知道不了解
[00:21:51.950 - 00:21:54.510] 這個長批的所有的一些功能
[00:21:54.510 - 00:21:56.430] 那我們還是會定期
[00:21:56.430 - 00:21:58.350] 還是可以定期可以到發一些
[00:21:58.350 - 00:21:59.790] 更多的信息
[00:21:59.790 - 00:22:02.430] 以後教程讓他跟屬性
[00:22:02.430 - 00:22:03.710] 這個長批
[00:22:03.710 - 00:22:05.950] 還有哪一些方面的功能
[00:22:05.950 - 00:22:07.150] 可以選擇
[00:22:07.150 - 00:22:08.270] 可以利用
[00:22:08.270 - 00:22:09.710] 他可能還沒有
[00:22:09.710 - 00:22:11.070] 全部都用完了
[00:22:11.070 - 00:22:13.230] 所以他可能還是會覺得
[00:22:13.230 - 00:22:16.670] 對長批不夠滿意
[00:22:16.670 - 00:22:18.190] 那這個就是因為
[00:22:18.190 - 00:22:19.390] 他不了解
[00:22:19.390 - 00:22:20.590] 他要發什麼
[00:22:20.590 - 00:22:23.230] 他要怎麼利用這個長批
[00:22:24.190 - 00:22:25.630] 那我們放鬆了
[00:22:25.630 - 00:22:27.230] 有見任的時候
[00:22:27.230 - 00:22:30.030] 其實也可以選擇一個時間
[00:22:30.030 - 00:22:31.950] 因為我之前也說了
[00:22:31.950 - 00:22:35.070] 就有見一下是需要定期發送
[00:22:35.070 - 00:22:36.590] 那定期發送的話
[00:22:36.590 - 00:22:39.550] 有一些企業是每週一次
[00:22:39.550 - 00:22:40.750] 那還是挺不錯的
[00:22:40.750 - 00:22:41.470] 但是
[00:22:41.470 - 00:22:43.550] 如果我們還不確定
[00:22:43.550 - 00:22:46.030] 我們會不會有足夠的信息
[00:22:46.030 - 00:22:47.950] 是讓我們每週都分享
[00:22:47.950 - 00:22:49.310] 那最理想的是
[00:22:49.310 - 00:22:52.430] 我們每個業分像一次也都可以
[00:22:52.430 - 00:22:55.230] 那是這個是最少的一個
[00:22:55.230 - 00:22:55.950] 解作
[00:22:55.950 - 00:22:57.550] 這是最慢的一個解作
[00:22:57.550 - 00:22:58.350] 就是那一個是說
[00:22:58.350 - 00:23:00.190] 我只是一個業一次
[00:23:00.190 - 00:23:01.630] 最理想的可能是
[00:23:01.630 - 00:23:03.550] 每一兩週一次這種
[00:23:03.550 - 00:23:05.230] 因為用戶
[00:23:05.230 - 00:23:07.390] 大家還是需要記得
[00:23:07.390 - 00:23:10.750] 他之前管住了我們的有件影響
[00:23:10.750 - 00:23:13.150] 總是最好是早上
[00:23:13.150 - 00:23:15.310] 週二早上是按
[00:23:15.310 - 00:23:17.470] 不懂的調查
[00:23:17.470 - 00:23:20.110] 是最想的一個時間
[00:23:20.110 - 00:23:21.950] 當然我們還是需要了解
[00:23:21.950 - 00:23:22.830] 我們的客戶
[00:23:22.830 - 00:23:25.710] 他比使有什麼樣的生活解作
[00:23:25.710 - 00:23:27.550] 他是
[00:23:27.550 - 00:23:28.750] 他是老闆嗎
[00:23:28.750 - 00:23:31.150] 還是說他是專業
[00:23:31.150 - 00:23:31.870] 還是說
[00:23:31.870 - 00:23:34.990] 事實上還是哪一個方面的趕未
[00:23:34.990 - 00:23:37.070] 所以我們今天就跟金主
[00:23:37.070 - 00:23:38.430] 他有可能是什麼
[00:23:38.430 - 00:23:41.630] 是我看有像比較多
[00:23:41.630 - 00:23:42.430] 所以
[00:23:42.430 - 00:23:44.190] 為什麼我們需要
[00:23:44.190 - 00:23:45.390] 保控這個時間
[00:23:45.390 - 00:23:47.470] 還是包括比較好一點
[00:23:47.470 - 00:23:49.710] 讓我們第七、第七分享
[00:23:49.710 - 00:23:51.070] 但是也不要放
[00:23:51.070 - 00:23:52.830] 發太多的有件
[00:23:52.830 - 00:23:53.790] 如果我比如說
[00:23:53.790 - 00:23:55.710] 我們是每一天都發一支的話
[00:23:55.710 - 00:23:57.710] 那很多用戶會覺得
[00:23:57.710 - 00:23:59.470] 被我們的有件放鬧的
[00:23:59.470 - 00:24:03.310] 他們會覺得你不懂的發不懂的發而結
[00:24:03.310 - 00:24:04.430] 那也不是
[00:24:04.430 - 00:24:05.870] 多麼好看的話
[00:24:05.870 - 00:24:08.270] 那他們會覺得
[00:24:08.270 - 00:24:09.630] 很討厭你公司
[00:24:09.630 - 00:24:10.670] 所以這個會
[00:24:10.670 - 00:24:11.870] 影響到你做
[00:24:11.870 - 00:24:15.630] 還要最晚的一個效果
[00:24:15.630 - 00:24:16.430] 同時
[00:24:16.430 - 00:24:19.070] 如果你發太少的話
[00:24:19.070 - 00:24:20.190] 那比如說你
[00:24:20.190 - 00:24:22.270] 你不僅是每個月放一次
[00:24:22.270 - 00:24:23.470] 可能你發
[00:24:23.470 - 00:24:25.070] 每三個月一次
[00:24:25.070 - 00:24:26.670] 每六個月一次
[00:24:26.670 - 00:24:29.790] 那這樣用戶他會忘記他之前
[00:24:29.790 - 00:24:32.110] 還是管住了你的有件影響
[00:24:32.110 - 00:24:33.630] 所以他
[00:24:33.630 - 00:24:36.270] 等到他突然就屬到了你的有件
[00:24:36.270 - 00:24:36.910] 他會覺得
[00:24:36.910 - 00:24:39.070] 我之前是
[00:24:39.070 - 00:24:41.550] 哪里來的這個有限
[00:24:41.550 - 00:24:43.950] 他不記得他之前管住了你
[00:24:43.950 - 00:24:45.230] 所以等到他
[00:24:45.230 - 00:24:47.070] 手到你的有件的時候
[00:24:47.070 - 00:24:48.830] 他不記得
[00:24:48.830 - 00:24:49.710] 他不記得你
[00:24:49.710 - 00:24:50.670] 他不記得你公司
[00:24:50.670 - 00:24:54.190] 所以他更可能就會想要投訴你的有件
[00:24:54.190 - 00:24:55.150] 他會覺得
[00:24:55.150 - 00:24:56.750] 這個人做哪裡
[00:24:56.750 - 00:24:58.510] 哪到了我的有限
[00:24:58.510 - 00:24:59.230] 他不記得
[00:24:59.230 - 00:25:02.910] 所以他就會覺得你在打到他
[00:25:02.910 - 00:25:05.710] 所以我們在這個部分
[00:25:05.710 - 00:25:07.710] 的課程有水道
[00:25:07.710 - 00:25:08.910] 我們可以分享
[00:25:08.910 - 00:25:11.230] 關於什麼方面的一些內容
[00:25:11.230 - 00:25:14.030] 同時我們可以發多少分有件
[00:25:14.030 - 00:25:16.910] 是每一周發嗎還是每一個月發
[00:25:16.910 - 00:25:17.950] 這個我們是
[00:25:17.950 - 00:25:20.990] 我們可以去看一下我們目前的
[00:25:20.990 - 00:25:24.270] 自元與許我們發多少次
[00:25:24.270 - 00:25:26.030] 比如說如果我們現在真的
[00:25:26.030 - 00:25:27.950] 成功按離很少還是說
[00:25:27.950 - 00:25:29.070] 西西也很少
[00:25:29.070 - 00:25:32.110] 那最好還是先每個月一次
[00:25:32.110 - 00:25:33.950] 然後未來如果有更多的內容
[00:25:33.950 - 00:25:37.310] 就可以把這個製作改一下
[00:25:37.310 - 00:25:40.190] 那現在我們要學習
[00:25:40.190 - 00:25:42.590] 我們就可以發送什麼樣的
[00:25:42.590 - 00:25:44.030] 有件的內容
[00:25:44.030 - 00:25:46.670] 就是等於是說
[00:25:46.670 - 00:25:48.030] 我們已經想到了
[00:25:48.030 - 00:25:50.270] 我們可以發送什麼內容
[00:25:50.270 - 00:25:52.990] 但是我們需要準備這些有件
[00:25:52.990 - 00:25:55.390] 同時要發送這些有件
[00:25:55.390 - 00:25:57.870] 發送了以後需要回去了解
[00:25:57.870 - 00:26:00.430] 我們發的有件的效果怎麼樣
[00:26:00.430 - 00:26:04.510] 這個是我們現在要準備學習的一部分內容
[00:26:04.510 - 00:26:06.190] 感謝大家
[00:26:06.190 - 00:26:15.060] 歡迎來到這幾個個的
[00:26:15.060 - 00:26:17.700] 李師一個部分
[00:26:17.700 - 00:26:20.740] 這個部分的內容是跟
[00:26:20.740 - 00:26:22.340] 我們要如何發送有件
[00:26:22.340 - 00:26:23.940] 以效的內容有關係
[00:26:23.940 - 00:26:26.180] 這等於是說我們已經學習
[00:26:26.180 - 00:26:28.660] 我們可以發送什麼樣的內容
[00:26:28.660 - 00:26:30.020] 我們怎麼著這
[00:26:30.020 - 00:26:31.860] 我們有件以效的工具
[00:26:31.860 - 00:26:33.860] 我們做有件以效的話是
[00:26:33.860 - 00:26:35.460] 有什麼樣的一個流程
[00:26:35.460 - 00:26:37.700] 這個流程包含一些階段
[00:26:37.700 - 00:26:40.820] 這個是我們已經學到了一部分內容
[00:26:40.820 - 00:26:43.940] 那我們現在需要學習的是
[00:26:43.940 - 00:26:45.460] 我們如何
[00:26:45.460 - 00:26:48.180] 把這些有件發送給我們已經
[00:26:48.180 - 00:26:51.540] 的好的有件以效的收種
[00:26:51.540 - 00:26:54.100] 尤其是如果我們已經準備好了
[00:26:54.100 - 00:26:55.780] 我們沒有進的帳號
[00:26:55.780 - 00:26:57.940] 我們再把利用這個帳號
[00:26:57.940 - 00:27:01.940] 我們有兩個方式就可以發布我們的內容
[00:27:01.940 - 00:27:04.500] 把我的內容發送給
[00:27:04.500 - 00:27:06.980] 我們的地獄者
[00:27:06.980 - 00:27:08.980] 第一個是我們點擊
[00:27:08.980 - 00:27:11.220] 第二的是手點擊
[00:27:11.220 - 00:27:12.100] Compate in
[00:27:12.100 - 00:27:13.300] 然後再Compate in
[00:27:13.300 - 00:27:16.580] 就會出現一個小的按鈕叫
[00:27:16.580 - 00:27:21.490] CreadCompate in
[00:27:21.490 - 00:27:24.690] 所以我們用的是點擊上面的
[00:27:24.690 - 00:27:25.730] 這個Cread
[00:27:25.730 - 00:27:27.490] 還有CreadCompate in
[00:27:27.490 - 00:27:29.410] 這兩個都可以
[00:27:29.410 - 00:27:31.890] 看大家覺得哪一個方便
[00:27:31.890 - 00:27:34.050] 第一個可能是跟直接一點
[00:27:34.050 - 00:27:35.570] 我們只需要打開
[00:27:35.570 - 00:27:37.330] 我們沒有勁得正好
[00:27:37.330 - 00:27:39.330] 馬上就可以點擊Cread
[00:27:39.330 - 00:27:42.290] 然後開始創作我們的
[00:27:42.290 - 00:27:45.890] 有件以效的有件
[00:27:45.890 - 00:27:48.210] 然後我們會調到這個顏面
[00:27:48.210 - 00:27:49.890] 這個顏面是說
[00:27:49.890 - 00:27:52.370] 是保好我們需要停寫的
[00:27:52.370 - 00:27:54.050] 所有的信息
[00:27:54.050 - 00:27:56.690] 我們要寫我們希望
[00:27:56.690 - 00:27:59.810] 可以又誰可以說到這份有件
[00:27:59.810 - 00:28:01.410] 所以在我們所有的
[00:28:01.410 - 00:28:04.690] 訂閱者之中可以調選一些
[00:28:04.690 - 00:28:05.970] 不同的組
[00:28:05.970 - 00:28:08.210] 有時候是挑選一些老科戶
[00:28:08.210 - 00:28:10.450] 還是新科戶還是
[00:28:10.450 - 00:28:11.570] 最近都沒有看
[00:28:11.570 - 00:28:13.010] 我們有件的一部分
[00:28:13.010 - 00:28:15.010] 訂閱者等等
[00:28:15.010 - 00:28:17.330] 然後我就可以選擇他們
[00:28:17.330 - 00:28:21.410] 然後把這份有件發給他們
[00:28:21.410 - 00:28:23.890] 另外一個點是我們可以
[00:28:23.890 - 00:28:26.450] 試試這份有件來自哪
[00:28:26.450 - 00:28:27.810] 來自誰
[00:28:27.810 - 00:28:30.050] 所以我們平時也可以用
[00:28:30.050 - 00:28:31.010] 一樣的名稱
[00:28:31.010 - 00:28:33.810] 但是如果我們不知道
[00:28:33.810 - 00:28:35.810] 該怎麼寫的話或者我們
[00:28:35.810 - 00:28:37.570] 希望不只是說
[00:28:37.570 - 00:28:41.090] 這份有件來自這個有相
[00:28:41.090 - 00:28:41.890] 我們可能是
[00:28:41.890 - 00:28:43.570] 更想要寫的是
[00:28:43.570 - 00:28:46.930] 這份有件來自這個企業
[00:28:46.930 - 00:28:49.330] 那就還是在這裡就可以
[00:28:49.330 - 00:28:51.410] 把這個風的
[00:28:51.410 - 00:28:56.530] C-C發見人這個C-C就改成我們平派詞
[00:28:56.530 - 00:28:59.650] 然後標題標題也是非常管漸的
[00:28:59.650 - 00:29:01.730] 我們說了可以寫
[00:29:01.730 - 00:29:04.210] 就是短一點的標題
[00:29:04.210 - 00:29:07.170] 然後也需要說明清楚
[00:29:07.170 - 00:29:09.490] 我們這份有件的內容是什麼
[00:29:09.490 - 00:29:10.930] 不是說
[00:29:10.930 - 00:29:12.770] back supplier
[00:29:12.770 - 00:29:13.810] 還有說說
[00:29:13.810 - 00:29:15.890] 我們希望可以給你介紹
[00:29:15.890 - 00:29:18.530] 我們這一系列的back
[00:29:18.530 - 00:29:21.090] 我們這一系列的長平等等
[00:29:21.090 - 00:29:24.210] 下面是有一個部分叫
[00:29:24.210 - 00:29:25.170] 第二樣的意名
[00:29:25.170 - 00:29:26.930] 就當然也是說我們可以
[00:29:26.930 - 00:29:30.850] 點擊Nalini開始創作我們的有件
[00:29:30.850 - 00:29:32.850] 所以這裡還是可以到這部床
[00:29:32.850 - 00:29:33.890] 這兩個部分
[00:29:33.890 - 00:29:34.770] 第一個是
[00:29:34.770 - 00:29:35.490] Front
[00:29:35.490 - 00:29:38.370] 我們可以寫不超過一掰字的
[00:29:38.370 - 00:29:39.730] 平拍詞
[00:29:39.730 - 00:29:43.810] 然後也可以寫這份有件來自哪一個有相
[00:29:43.810 - 00:29:45.010] 這樣如果
[00:29:45.010 - 00:29:47.010] 我們有一個更轉業的有相
[00:29:47.010 - 00:29:48.530] 我們可以把這份有
[00:29:48.530 - 00:29:50.050] 把這個有相
[00:29:50.050 - 00:29:52.690] 寫在Emmeladress這個部分
[00:29:52.690 - 00:29:54.050] 另外一個點是
[00:29:54.050 - 00:29:55.490] 在標題的話
[00:29:55.490 - 00:29:57.650] 我們就可以寫不超過
[00:29:57.650 - 00:30:00.370] 一百五十字的標題
[00:30:00.370 - 00:30:02.610] 當然因為我們在一段段
[00:30:02.610 - 00:30:05.090] 能看到的自數規比
[00:30:05.090 - 00:30:06.770] PC段要
[00:30:06.770 - 00:30:07.570] 少一些
[00:30:07.570 - 00:30:09.330] 所以還是希望大家
[00:30:09.330 - 00:30:11.250] 可以寫的標題不超過
[00:30:11.250 - 00:30:12.290] 有十字
[00:30:12.290 - 00:30:14.290] 就比較真長的
[00:30:14.290 - 00:30:15.490] 然後我們
[00:30:15.490 - 00:30:17.730] 等到我們在這一寫的時候
[00:30:17.730 - 00:30:20.130] 沒有請排示會給我們推薦
[00:30:20.130 - 00:30:23.170] 又哪一些地方可以改上
[00:30:23.170 - 00:30:24.450] 也哪一次地方可能有
[00:30:24.450 - 00:30:25.410] 太多了
[00:30:25.410 - 00:30:26.450] 有的太少了
[00:30:26.450 - 00:30:28.210] 可能標題太長了
[00:30:28.210 - 00:30:30.210] 還是不夠有CID的
[00:30:30.210 - 00:30:34.050] 這個是ML晶佩支持我們
[00:30:34.050 - 00:30:36.690] 然後我們點擊這三Emmel
[00:30:36.690 - 00:30:38.770] 設計有件的時候
[00:30:38.770 - 00:30:40.290] 就可以看到
[00:30:40.290 - 00:30:41.410] 這個選擇
[00:30:41.410 - 00:30:44.210] 我們需要整理一個普通的有件
[00:30:44.210 - 00:30:45.970] 還是說一個卓錄業
[00:30:45.970 - 00:30:47.490] 然後這就可以選擇
[00:30:47.490 - 00:30:48.930] Regular Emmel
[00:30:48.930 - 00:30:50.850] 就是選擇一個普通有件
[00:30:50.850 - 00:30:53.390] 有件就
[00:30:53.390 - 00:30:57.390] 大家還是可以看到有兩種方式
[00:30:57.390 - 00:30:58.030] 第一
[00:30:58.030 - 00:31:00.430] 這兩個方式都是
[00:31:00.430 - 00:31:01.710] 這是差不多的
[00:31:01.710 - 00:31:02.990] 就是可能
[00:31:02.990 - 00:31:04.430] 一個是
[00:31:04.430 - 00:31:06.190] 更老一點
[00:31:06.190 - 00:31:07.230] 另外一個點
[00:31:07.230 - 00:31:09.870] 那個叫Beta New Builder是
[00:31:09.870 - 00:31:12.030] 更有好一點
[00:31:12.030 - 00:31:13.470] 就是更簡單一點
[00:31:13.470 - 00:31:14.830] 那這可以點擊
[00:31:14.830 - 00:31:16.590] 西九人一個都可以
[00:31:16.590 - 00:31:18.910] 然後可以調選一個模板
[00:31:18.910 - 00:31:20.190] 比如說我的模板
[00:31:20.190 - 00:31:22.590] 是說我想要推我的長屁嗎
[00:31:22.590 - 00:31:24.910] 還是說我想要分享一個
[00:31:24.910 - 00:31:27.390] 跟我公司相關的一些更新
[00:31:27.390 - 00:31:28.510] 新文嗎
[00:31:28.510 - 00:31:30.990] 還是說我想要
[00:31:30.990 - 00:31:33.310] 給我用戶
[00:31:33.310 - 00:31:35.230] 叫一些新的新一期
[00:31:35.230 - 00:31:36.910] 有時候我想要分享
[00:31:36.910 - 00:31:38.750] 或我長屁的一些交程
[00:31:38.750 - 00:31:39.870] 等等
[00:31:39.870 - 00:31:41.950] 我就可以選擇最適合
[00:31:41.950 - 00:31:43.310] 我要發送的
[00:31:43.310 - 00:31:44.590] 有件的內容的
[00:31:44.590 - 00:31:51.070] 其中一個模板
[00:31:51.070 - 00:31:51.870] 然後我們
[00:31:51.870 - 00:31:52.950] 我燈到
[00:31:52.950 - 00:31:55.230] 燈到我選擇
[00:31:55.230 - 00:31:57.710] 然後燈到我選擇這個模板以後
[00:31:57.710 - 00:32:00.670] 我就可以調到這個顏面
[00:32:00.670 - 00:32:02.270] 然後我在這裡就可以選擇
[00:32:02.270 - 00:32:03.390] 我想要在
[00:32:03.390 - 00:32:04.910] 投部展示
[00:32:04.910 - 00:32:06.990] 什麼方面的一些新西
[00:32:06.990 - 00:32:08.750] 我想要展示
[00:32:08.750 - 00:32:10.030] 文案嗎還是
[00:32:10.030 - 00:32:11.710] 圖片嗎還是說
[00:32:11.710 - 00:32:13.630] 很多的圖片
[00:32:13.630 - 00:32:14.670] 還是說
[00:32:14.670 - 00:32:16.590] 是比嗎還是哪一個
[00:32:16.590 - 00:32:18.350] 還是唱片等等
[00:32:18.350 - 00:32:19.550] 我就可以
[00:32:19.550 - 00:32:20.990] 簡單的從這裡
[00:32:20.990 - 00:32:23.390] 開始世紀我的有件
[00:32:23.390 - 00:32:24.270] 然後
[00:32:24.270 - 00:32:25.310] 等到比如說
[00:32:25.310 - 00:32:27.150] 我選擇文案的話
[00:32:27.150 - 00:32:27.790] 我可以
[00:32:27.790 - 00:32:29.550] 簡單的點擊
[00:32:29.550 - 00:32:30.830] 這個文案
[00:32:30.830 - 00:32:32.190] 然後旁邊就可以
[00:32:32.190 - 00:32:32.910] 點擊
[00:32:32.910 - 00:32:34.190] 就可以開始
[00:32:34.190 - 00:32:35.150] 天寫
[00:32:35.150 - 00:32:36.030] 我希望可以
[00:32:36.030 - 00:32:37.550] 長屁的內容
[00:32:37.550 - 00:32:38.590] 然後大家可以
[00:32:38.590 - 00:32:40.350] 一步一步的
[00:32:40.350 - 00:32:41.710] 補充自己的
[00:32:41.710 - 00:32:43.390] 跟自己長平相關的
[00:32:43.390 - 00:32:45.710] 跟自己公司相關的一些
[00:32:45.710 - 00:32:49.070] 圖片和新西
[00:32:49.070 - 00:32:51.070] 所以就像這裡差不多
[00:32:51.070 - 00:32:52.510] 我們就可以
[00:32:52.510 - 00:32:54.830] 點擊這個文案
[00:32:54.830 - 00:32:56.270] 然後就可以
[00:32:56.270 - 00:32:57.630] 補充一些
[00:32:57.630 - 00:32:58.670] 連接
[00:32:58.670 - 00:33:00.190] 還有可以
[00:33:00.190 - 00:33:01.390] 修改下面的
[00:33:01.390 - 00:33:02.030] 這個
[00:33:02.030 - 00:33:02.830] 冷色的
[00:33:02.830 - 00:33:03.390] 按鈕
[00:33:03.390 - 00:33:04.350] 我們可以把這個
[00:33:04.350 - 00:33:05.390] 冷色的按鈕
[00:33:05.390 - 00:33:06.830] 改成我們
[00:33:06.830 - 00:33:07.790] 跟我們
[00:33:07.790 - 00:33:08.110] 公司
[00:33:08.110 - 00:33:08.910] 三標
[00:33:08.910 - 00:33:10.030] 跟匹配的
[00:33:10.030 - 00:33:11.070] 其中另外一個
[00:33:11.070 - 00:33:12.030] 演色
[00:33:12.030 - 00:33:12.670] 而是說
[00:33:12.670 - 00:33:13.150] 我們可以
[00:33:13.150 - 00:33:14.110] 才這裡
[00:33:14.110 - 00:33:15.150] 補充另外一個
[00:33:15.150 - 00:33:16.110] 連接
[00:33:16.110 - 00:33:17.150] 還有這個按鈕
[00:33:17.150 - 00:33:17.630] 都很愛
[00:33:17.630 - 00:33:18.670] 也可以改成
[00:33:18.670 - 00:33:19.150] 比如說
[00:33:19.150 - 00:33:19.710] 了解
[00:33:19.710 - 00:33:20.270] 更多
[00:33:20.270 - 00:33:21.070] 還是
[00:33:21.070 - 00:33:21.630] 哪一個
[00:33:21.630 - 00:33:22.030] 方面的
[00:33:22.030 - 00:33:23.150] 信息
[00:33:23.150 - 00:33:23.870] 然後這一份
[00:33:23.870 - 00:33:24.350] 有件
[00:33:24.350 - 00:33:25.550] 我們可以
[00:33:25.550 - 00:33:25.950] 我們可以
[00:33:25.950 - 00:33:27.630] 其實很多修改
[00:33:27.630 - 00:33:28.510] 這也是說
[00:33:28.510 - 00:33:30.110] 我們還沒有點擊
[00:33:30.110 - 00:33:30.830] 發布的
[00:33:30.830 - 00:33:31.710] 把放送給
[00:33:31.710 - 00:33:32.670] 用戶的話
[00:33:32.670 - 00:33:33.390] 我們可以
[00:33:33.390 - 00:33:34.750] C10修改
[00:33:34.750 - 00:33:35.710] 更新
[00:33:35.710 - 00:33:37.230] 所以大家還是可以
[00:33:37.230 - 00:33:38.350] 先玩一下
[00:33:38.350 - 00:33:39.150] 這個公職
[00:33:39.150 - 00:33:39.950] 了解一下
[00:33:39.950 - 00:33:40.590] 這個公職
[00:33:40.590 - 00:33:41.710] 要怎麼利用
[00:33:41.710 - 00:33:42.670] 然後把這些
[00:33:42.670 - 00:33:44.590] 優建保存成
[00:33:44.590 - 00:33:45.870] 早安就可以
[00:33:45.870 - 00:33:46.990] 隨時修改
[00:33:46.990 - 00:33:47.630] 也可以
[00:33:47.630 - 00:33:49.550] 分享給其他同事
[00:33:49.550 - 00:33:50.510] 聽到他們的
[00:33:50.510 - 00:33:52.190] 防規和意見
[00:33:52.190 - 00:33:54.190] 就讓大家也可以看一下
[00:33:55.150 - 00:33:56.590] 看一下
[00:33:56.590 - 00:33:57.870] 他們覺得
[00:33:57.870 - 00:33:59.550] 有沒有一些
[00:33:59.550 - 00:34:01.150] 需要補充的信息
[00:34:01.150 - 00:34:02.190] 需要
[00:34:02.190 - 00:34:03.550] 天寫的
[00:34:03.550 - 00:34:04.830] 其他一些方面的
[00:34:04.830 - 00:34:05.550] 玩案
[00:34:05.550 - 00:34:06.190] 還有
[00:34:06.190 - 00:34:07.950] 是不是需要補充一些
[00:34:07.950 - 00:34:08.830] 更多的
[00:34:08.830 - 00:34:09.710] 產品的
[00:34:09.710 - 00:34:10.750] 土片
[00:34:10.750 - 00:34:12.510] 食品等等
[00:34:12.510 - 00:34:12.910] 因為
[00:34:12.910 - 00:34:14.590] 這些工具
[00:34:14.590 - 00:34:15.150] 還是
[00:34:15.150 - 00:34:16.830] 其實非常友好的
[00:34:16.830 - 00:34:17.630] 就不過
[00:34:17.630 - 00:34:18.430] 我們不知道
[00:34:18.430 - 00:34:19.630] 就提要
[00:34:19.630 - 00:34:20.750] 整理什麼
[00:34:20.750 - 00:34:22.190] 什麼方面的信息
[00:34:22.190 - 00:34:23.790] 然後我們就不知道
[00:34:23.790 - 00:34:25.870] 我們做得好不好
[00:34:25.870 - 00:34:26.910] 我們做得
[00:34:26.910 - 00:34:27.710] 怎麼樣
[00:34:27.710 - 00:34:28.830] 我們要
[00:34:28.830 - 00:34:29.550] 我們比如說
[00:34:29.550 - 00:34:30.110] 我們要
[00:34:30.110 - 00:34:31.230] 先介紹
[00:34:31.230 - 00:34:32.110] 我們長平嗎
[00:34:32.110 - 00:34:32.750] 還是說
[00:34:32.750 - 00:34:33.710] 我們先
[00:34:33.710 - 00:34:34.830] 先需要介紹
[00:34:34.830 - 00:34:36.110] 我們公司
[00:34:36.110 - 00:34:36.670] 還是說
[00:34:36.670 - 00:34:38.990] 我們先需要介紹一些
[00:34:38.990 - 00:34:39.710] 新聞
[00:34:39.710 - 00:34:41.310] 還是哪一些方面的
[00:34:41.310 - 00:34:41.870] 然後
[00:34:41.870 - 00:34:42.510] 很多時候
[00:34:42.510 - 00:34:43.150] 我先請大家
[00:34:43.150 - 00:34:43.870] 可能
[00:34:43.870 - 00:34:45.310] 會有點不清楚
[00:34:45.310 - 00:34:46.190] 在土部
[00:34:46.190 - 00:34:48.750] 需要加什麼土片嗎
[00:34:48.750 - 00:34:49.390] 還是說
[00:34:49.390 - 00:34:51.390] 我在土部需要加
[00:34:51.390 - 00:34:52.910] 關於我們公司的一些
[00:34:52.910 - 00:34:53.950] 介紹嗎
[00:34:53.950 - 00:34:55.150] 還是我先介紹
[00:34:55.150 - 00:34:55.950] 這個長平
[00:34:55.950 - 00:34:56.430] 然後
[00:34:56.430 - 00:34:57.470] 在這裡放一個
[00:34:57.470 - 00:34:58.430] 連接
[00:34:58.430 - 00:34:59.150] 在這裡放
[00:34:59.150 - 00:35:00.830] 另外一個長平的
[00:35:00.830 - 00:35:01.550] 照片
[00:35:01.550 - 00:35:02.750] 還是
[00:35:02.750 - 00:35:03.710] 等什麼
[00:35:03.710 - 00:35:04.270] 就
[00:35:04.270 - 00:35:04.990] 這個
[00:35:04.990 - 00:35:06.350] 還是有
[00:35:06.350 - 00:35:08.750] 有一點不清楚
[00:35:08.750 - 00:35:09.870] 但其實
[00:35:09.870 - 00:35:10.750] 有件以銷的
[00:35:10.750 - 00:35:12.750] 最好的一個好處是說
[00:35:12.750 - 00:35:14.350] 等到我們發送
[00:35:14.350 - 00:35:15.710] 這些有件以後
[00:35:15.710 - 00:35:17.710] 我們馬上就可以看到
[00:35:17.710 - 00:35:19.470] 用戶對我們有件的
[00:35:19.470 - 00:35:20.350] 反會
[00:35:20.350 - 00:35:21.070] 就等於說
[00:35:21.070 - 00:35:21.870] 我們可以看到
[00:35:21.870 - 00:35:22.750] 用戶
[00:35:22.750 - 00:35:24.430] 它是否
[00:35:24.430 - 00:35:25.710] 點擊打開
[00:35:25.710 - 00:35:26.110] 我們的
[00:35:26.110 - 00:35:26.750] 有件
[00:35:26.750 - 00:35:27.630] 所以通過
[00:35:27.630 - 00:35:28.670] 這些方面的
[00:35:28.670 - 00:35:29.150] 字射
[00:35:29.150 - 00:35:30.590] 我們可以判斷
[00:35:30.590 - 00:35:31.230] 用戶
[00:35:31.230 - 00:35:32.670] 它更想要看什麼
[00:35:32.670 - 00:35:34.030] 後面的有件
[00:35:34.030 - 00:35:35.070] 所以大家
[00:35:35.070 - 00:35:36.430] 在這裡
