# 新课抢先学_4. 参展攻略（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:08.590] 首先我在這一個展規的課上
[00:33:07.030 - 00:33:08.790] 我就急了再早半了
[00:33:08.790 - 00:33:11.830] 我看了一個展位旁邊有一個地鐵
[00:33:11.830 - 00:33:14.150] 所以我就找了這個地鐵
[00:33:14.150 - 00:33:16.870] 在地鐵延線的午戰度之外
[00:33:16.870 - 00:33:18.230] 我找到一個酒店
[00:33:18.230 - 00:33:20.150] 還沒什麼人訂
[00:33:20.150 - 00:33:21.990] 而且價格也很便宜
[00:33:21.990 - 00:33:24.790] 所以你可以考慮到展會旁邊
[00:33:24.790 - 00:33:27.190] 一些交通社會可以考慮
[00:33:27.190 - 00:33:30.070] 然後他們一般是可以的
[00:33:30.070 - 00:33:30.710] 還有呢
[00:33:30.710 - 00:33:32.390] 考慮住宿的價格成本
[00:33:32.390 - 00:33:36.390] 一般來說國外的住宿都不便宜
[00:33:36.390 - 00:33:39.190] 像美國一般來說就是4500塊錢
[00:33:39.190 - 00:33:40.470] 一個房間
[00:33:40.470 - 00:33:42.710] 甚至可能六七百更多
[00:33:42.710 - 00:33:45.590] 那底白的話一般大概也是大幾百塊錢
[00:33:45.590 - 00:33:48.150] 歐洲也是大幾百塊錢上千
[00:33:48.150 - 00:33:49.350] 就是一百少
[00:33:49.350 - 00:33:54.950] 那麼如果說你去的兩個人是不同性別的
[00:33:54.950 - 00:33:56.950] 那麼就相當地訂兩間房
[00:33:56.950 - 00:33:58.790] 這個可能不太方便
[00:33:58.790 - 00:34:00.470] 也成本也會造生
[00:34:00.470 - 00:34:03.990] 所以最好呢就是兩個相同性別的人同學
[00:34:03.990 - 00:34:05.510] 兩個女的兩個男的
[00:34:05.510 - 00:34:07.430] 這個可能是最合適的
[00:34:07.430 - 00:34:08.950] 最後一個呢就是我想說的
[00:34:08.950 - 00:34:11.510] 就是充分利用展會時間
[00:34:11.510 - 00:34:14.630] 因為展會時間有的時候當你和你的錢
[00:34:14.630 - 00:34:16.550] 在客戶院完約談
[00:34:16.550 - 00:34:19.030] 或者展會展結束之後
[00:34:19.030 - 00:34:21.110] 你是讓你可以還是有時
[00:34:21.110 - 00:34:24.230] 你可以和你的錢的客戶去拜訪一下
[00:34:24.230 - 00:34:25.750] 他們的公司
[00:34:25.750 - 00:34:27.830] 拜訪一下中端的市場
[00:34:27.830 - 00:34:30.870] 或者是你在參加展衛的時候
[00:34:30.870 - 00:34:33.030] 去看一看別人的展衛
[00:34:33.030 - 00:34:36.470] 或者是了解一下其他的新客戶的展衛
[00:34:36.470 - 00:34:38.150] 大概是什麼樣的情況
[00:34:38.150 - 00:34:40.870] 所以時間是非常的重要的
[00:34:40.870 - 00:34:42.390] 因為時間就有進去
[00:34:42.390 - 00:34:44.790] 你花了10萬十幾萬塊錢
[00:34:44.790 - 00:34:48.070] 你真的能在要到最多大個只有一個星期的時間
[00:34:48.070 - 00:34:53.430] 每十每刻你都是考慮考慮跟生意相關的東西
[00:34:53.430 - 00:34:56.230] 只有這樣你才能真正地搭訪這個機會
[00:34:56.230 - 00:35:00.390] 因為很多同行業的生意人都會來就
[00:35:00.390 - 00:35:05.910] 所以我在後面的客當中也會具體討論一下
[00:35:05.910 - 00:35:08.790] 如何提高我們的展會的效率
[00:35:08.790 - 00:35:12.790] 如何提高我們的快速溝通的技巧
[00:35:12.790 - 00:35:15.670] 在這個方面我們在後面可以在討論
[00:35:15.670 - 00:35:18.950] 今天這一堂客人我就先分享到這
[00:35:24.760 - 00:35:29.960] 上一堂客人我們聊到了就是如何選擇展會
[00:35:29.960 - 00:35:33.800] 我不知道大家收獲如何
[00:35:33.800 - 00:35:39.560] 那這一堂客人我們就大家一起去聊解一下
[00:35:39.560 - 00:35:42.200] 如何展會開始之前
[00:35:42.200 - 00:35:44.200] 我們如何更好的準備
[00:35:44.200 - 00:35:47.720] 如何更好的準備我們自己的展會
[00:35:47.720 - 00:35:50.200] 那麼在這一堂客當中
[00:35:50.200 - 00:35:52.280] 我想就分為3點
[00:35:52.280 - 00:35:57.000] 3點第一個就是餐展所需要準備的資料
[00:35:57.640 - 00:36:00.920] 第二個就是我們重要客戶的預約
[00:36:00.920 - 00:36:04.440] 然後還有一些國外餐展的其他準備
[00:36:04.440 - 00:36:05.960] 做了一些補充
[00:36:05.960 - 00:36:09.960] 希望這一堂客人我們把這個事情聊透
[00:36:09.960 - 00:36:13.720] 那麼在準備之前我先給大家看兩個展會
[00:36:13.720 - 00:36:16.040] 這個咱們大家都喜歡看動畫
[00:36:16.040 - 00:36:17.800] 對吧看圖片
[00:36:17.800 - 00:36:20.120] 這邊有兩個圖片
[00:36:20.120 - 00:36:27.000] 左邊的是一個傳統的3米層3米的標準展會
[00:36:27.240 - 00:36:32.120] 這一堂展會一般是像咱們國內的一些場上
[00:36:32.120 - 00:36:34.440] 一般在國外是比較流行的
[00:36:34.440 - 00:36:36.360] 3米層3米它不大
[00:36:36.360 - 00:36:38.840] 一般是它的最小的標準
[00:36:40.040 - 00:36:41.240] 那麼看到
[00:36:41.240 - 00:36:46.200] 在這個展會當中它有兩個開口一邊兩個開口
[00:36:46.200 - 00:36:50.040] 說明這個展會是在這個
[00:36:50.040 - 00:36:53.480] 有兩個邊它有兩條過道在這個展會面前
[00:36:53.480 - 00:36:56.520] 它是在一條選的展會
[00:36:56.520 - 00:37:01.560] 那麼這樣的展會一般來說都會比較提前的
[00:37:01.560 - 00:37:03.560] 預定掉了一般
[00:37:03.560 - 00:37:07.880] 就是大家選轉會有兩邊的展會上面
[00:37:07.880 - 00:37:11.080] 有兩條走到的展會
[00:37:11.080 - 00:37:14.040] 因為這樣的畫能空間更開口一些
[00:37:14.040 - 00:37:16.920] 科選的性的人更多一些
[00:37:16.920 - 00:37:20.520] 那麼我們看右邊右手這個圖
[00:37:20.520 - 00:37:25.640] 右邊這個展會就是我們的大一邊的展會
[00:37:25.640 - 00:37:29.400] 這個大一點我估算一下的展會至少要有4個
[00:37:29.400 - 00:37:30.680] 標準展會
[00:37:30.680 - 00:37:35.880] 那也就是大概是在36平方米左右粗部固積的話
[00:37:35.880 - 00:37:37.880] 那在這樣的一個展會當中
[00:37:37.880 - 00:37:41.480] 一般來說是國內企業在國內展染的時候
[00:37:41.480 - 00:37:43.480] 常常會使用
[00:37:43.480 - 00:37:46.680] 這樣的展會在國內因為為什麼在國內使用
[00:37:46.680 - 00:37:49.640] 因為國內的展會的價格相對比國外平一些
[00:37:49.640 - 00:37:50.600] 這是一個
[00:37:50.600 - 00:37:52.840] 第二個這個運輸的物資
[00:37:52.840 - 00:37:54.840] 相對比較比如說樣品
[00:37:54.840 - 00:37:56.920] 這個快點份也便宜很多
[00:37:56.920 - 00:37:59.160] 包括設計也是很好的溝通
[00:37:59.160 - 00:38:02.840] 這個預言上面也是很好的溝通的
[00:38:02.840 - 00:38:09.480] 像這個咱們國內的企業一般很少在國外會設長的一個
[00:38:09.480 - 00:38:11.080] 大型的展會
[00:38:11.080 - 00:38:11.640] 這樣的
[00:38:11.640 - 00:38:13.640] 因為成本太高了
[00:38:13.640 - 00:38:18.200] 如果說像要在美國設長的展會的話
[00:38:18.200 - 00:38:21.880] 光展會費應該不會低於大概12萬左右
[00:38:21.880 - 00:38:24.440] 然後你還不還裝修這些運輸
[00:38:24.440 - 00:38:25.960] 那7188家的一系的
[00:38:25.960 - 00:38:29.400] 可能要數6萬樣子
[00:38:29.400 - 00:38:32.200] 所以我們要選擇合適自己的
[00:38:32.200 - 00:38:33.880] 大概是1分錢一分或
[00:38:33.880 - 00:38:37.160] 但是我們如何在大部分情況下咱們這個
[00:38:37.160 - 00:38:37.880] 聽客的人
[00:38:37.880 - 00:38:41.080] 我們大部分是屬於在中小企業
[00:38:41.080 - 00:38:43.000] 那麼中小企業更多的
[00:38:43.000 - 00:38:46.040] 在國外那一般會選擇一些最小的展會
[00:38:46.040 - 00:38:49.400] 所以我們大部分會更多以後後面會討論一些
[00:38:49.400 - 00:38:52.440] 這個標展是如何這樣那個準備的
[00:38:52.440 - 00:38:52.680] 好
[00:38:52.680 - 00:38:53.960] 我們看第二道圖
[00:38:53.960 - 00:38:55.000] 這是一個長圖
[00:38:55.000 - 00:38:57.160] 它有兩個展為圖
[00:38:57.160 - 00:39:00.520] 那第一個展為圖就是這個
[00:39:00.520 - 00:39:03.000] 剛剛我說的三米層三米的標準
[00:39:03.000 - 00:39:04.680] 最小標準展為
[00:39:04.680 - 00:39:08.360] 那麼看一下標準最小展為是有些傻呢
[00:39:08.360 - 00:39:10.680] 有地坦恰難說
[00:39:10.680 - 00:39:11.480] 以資
[00:39:11.480 - 00:39:15.000] 他把設燈的這些最基本的
[00:39:15.000 - 00:39:17.080] 所謂這些一般是展覽
[00:39:17.080 - 00:39:18.000] 展覽上
[00:39:18.000 - 00:39:20.920] 而這個展為的這個舉辦方
[00:39:20.920 - 00:39:23.400] 就帶你做不好做好這樣的準備的
[00:39:23.400 - 00:39:26.360] 所以你一般到了現場的時候
[00:39:26.360 - 00:39:28.840] 一般都是這樣的一個白的
[00:39:28.840 - 00:39:30.360] 其實我一大塊大白吧
[00:39:30.360 - 00:39:31.400] 大白的
[00:39:31.400 - 00:39:32.360] 那樣的
[00:39:32.360 - 00:39:33.720] 空的展位
[00:39:33.720 - 00:39:36.920] 所有的東西都需要你自己不知
[00:39:36.920 - 00:39:38.440] 那同時候我們看到
[00:39:38.440 - 00:39:39.480] 這樣的展位呢
[00:39:39.480 - 00:39:41.400] 一般來說是
[00:39:41.400 - 00:39:43.640] 只有一邊開口
[00:39:43.640 - 00:39:46.520] 兩邊是旁邊是其他的
[00:39:46.520 - 00:39:47.720] 這個展位
[00:39:47.720 - 00:39:49.560] 那說明這個展位呢
[00:39:49.560 - 00:39:51.960] 是一般是面前只有一條路
[00:39:51.960 - 00:39:53.080] 只有一條路
[00:39:53.080 - 00:39:56.280] 所以一般來說是不太容易被發現
[00:39:56.280 - 00:40:00.520] 那只要只只有走到跟前才能發現這個展位
[00:40:00.520 - 00:40:01.720] 所以這樣的展位
[00:40:01.720 - 00:40:04.360] 一般來說都不太受大家的
[00:40:04.360 - 00:40:06.520] 這樣的親愛和推薦
[00:40:06.520 - 00:40:08.920] 這是我經驗
[00:40:08.920 - 00:40:09.800] 經驗所說
[00:40:09.800 - 00:40:12.600] 全球大部分展位都是這個樣子
[00:40:12.600 - 00:40:14.200] 但是除美國之外
[00:40:14.200 - 00:40:15.480] 美國有什麼不一樣的
[00:40:15.480 - 00:40:18.440] 美國的展位他不是二點五米的白膏
[00:40:18.440 - 00:40:19.320] 白強膏
[00:40:19.320 - 00:40:21.800] 雖然說地方還是成三成三
[00:40:21.800 - 00:40:24.200] 但是他那個二點五米的話
[00:40:24.200 - 00:40:27.320] 他大塊一般只有大概在1.2米左右膏
[00:40:27.320 - 00:40:28.520] 他上面的話
[00:40:28.520 - 00:40:31.880] 沒有不會給你這樣空間去貼當貼
[00:40:31.880 - 00:40:33.560] 這個海報之類的
[00:40:33.560 - 00:40:35.160] 他一般是半開始
[00:40:35.160 - 00:40:36.920] 所謂半開始就旁邊
[00:40:36.920 - 00:40:39.080] 不會說是馬膏的
[00:40:39.080 - 00:40:41.320] 這樣後面那個白板
[00:40:41.320 - 00:40:43.480] 所以如果說你要是在美國設白板
[00:40:43.480 - 00:40:44.520] 你要得加錢
[00:40:44.520 - 00:40:46.200] 包括還不一定說每個展位
[00:40:46.200 - 00:40:47.400] 都願意給你這麼做
[00:40:47.400 - 00:40:48.520] 這個之前
[00:40:48.520 - 00:40:50.280] 我們去每個國家之前
[00:40:50.280 - 00:40:52.920] 我們要最好提前線了解
[00:40:52.920 - 00:40:55.720] 我們所需要的展位的模式
[00:40:55.720 - 00:40:57.560] 那麼這個第二個展位旁邊
[00:40:57.560 - 00:40:59.720] 就是一個Purus上地坦了
[00:40:59.720 - 00:41:01.400] 有個簡單照明單了
[00:41:01.400 - 00:41:03.160] 有個中英文的名稱了
[00:41:03.160 - 00:41:04.200] 包括隔強了
[00:41:04.200 - 00:41:06.520] 一張下燃桌都弄好了
[00:41:06.520 - 00:41:07.960] 然後就可以開始
[00:41:07.960 - 00:41:09.160] 就是放上去
[00:41:09.160 - 00:41:11.320] 那麼你就可以開始參展了
[00:41:11.320 - 00:41:14.040] 那這樣情況下基本上是什麼呢
[00:41:14.040 - 00:41:14.600] 你看
[00:41:14.600 - 00:41:15.880] 有了地坦之後
[00:41:15.880 - 00:41:17.640] 我們可以看到關鍵卡的
[00:41:17.640 - 00:41:20.440] 這邊也是兩邊開口的
[00:41:20.440 - 00:41:22.360] 兩邊開口上面前面有兩條路
[00:41:22.360 - 00:41:23.400] 所以一般來說
[00:41:23.400 - 00:41:26.120] 最好是選擇有前面有兩條路的
[00:41:26.120 - 00:41:27.560] 會有很多人來往
[00:41:27.560 - 00:41:28.920] 可以看到你
[00:41:28.920 - 00:41:31.080] 這樣的話大家早點是比較方便
[00:41:31.080 - 00:41:33.960] 如果說你加在眾多展位當中的話
[00:41:33.960 - 00:41:36.360] 發現你是不太容易的一件事情
[00:41:36.360 - 00:41:36.760] 好
[00:41:36.760 - 00:41:39.800] 剛開始我簡單的介紹了一下展位的一個
[00:41:39.800 - 00:41:42.200] 因為大體的一個情況
[00:41:42.200 - 00:41:44.840] 那麼我們可以看那麼開始的第一段
[00:41:44.840 - 00:41:47.240] 就是咱們所需要準備知道有什麼
[00:41:47.240 - 00:41:49.320] 我講了這一些是最基本的
[00:41:49.320 - 00:41:50.520] 你是必須的準備
[00:41:50.520 - 00:41:53.000] 不管是哪一家公司穿上什麼東西
[00:41:53.000 - 00:41:54.440] 穿上什麼樣的展會
[00:41:54.440 - 00:41:55.560] 第一個大陸件
[00:41:55.560 - 00:41:58.440] 所謂大陸件就是大的重要的東西
[00:41:58.440 - 00:42:00.200] 比如說
[00:42:00.200 - 00:42:02.600] 展位的設計
[00:42:02.600 - 00:42:05.000] 所展現的展品
[00:42:05.000 - 00:42:06.920] 這些都是住費的當作
[00:42:06.920 - 00:42:09.560] 然後把零片明天放上去大陸件當中
[00:42:09.560 - 00:42:11.560] 因為你要隨身寫帶
[00:42:11.560 - 00:42:14.040] 你的明天側重點是在於
[00:42:14.040 - 00:42:16.040] 要有當地的魚走
[00:42:16.040 - 00:42:17.480] 一不能說是
[00:42:17.480 - 00:42:18.280] 我去美國
[00:42:18.280 - 00:42:19.400] 我可以有英文的
[00:42:19.400 - 00:42:21.080] 你吹幕是個你英文的
[00:42:21.080 - 00:42:22.760] 很多人看不懂英文了
[00:42:22.760 - 00:42:24.600] 因為那個地方是西班牙魚
[00:42:24.600 - 00:42:25.960] 過年比如說去阿拉伯
[00:42:25.960 - 00:42:27.080] 你要想開
[00:42:27.080 - 00:42:28.040] 開這個
[00:42:28.040 - 00:42:30.680] 底半你想打開中東市場的話
[00:42:30.680 - 00:42:32.120] 那你更更多的是
[00:42:32.120 - 00:42:33.400] 應該是推薦什麼呢
[00:42:33.400 - 00:42:35.240] 應該打阿拉伯魚
[00:42:35.240 - 00:42:37.800] 第二塊就是核心資料
[00:42:37.800 - 00:42:39.400] 一般來說核心資料
[00:42:39.400 - 00:42:41.800] 我們一般來說分
[00:42:41.800 - 00:42:43.160] 這個兩塊
[00:42:43.160 - 00:42:44.760] 這個是非常重要的
[00:42:44.760 - 00:42:45.480] 什麼呢
[00:42:45.480 - 00:42:47.720] 訪客登記錶
[00:42:47.720 - 00:42:50.520] 一般訪客最好準備200到300分
[00:42:50.520 - 00:42:51.400] 這絕對夠了
[00:42:51.400 - 00:42:52.840] 你訪客不會有那麼多
[00:42:52.840 - 00:42:54.200] 往往一般展會訪客
[00:42:54.200 - 00:42:55.960] 大概來100個就不錯了
[00:42:55.960 - 00:42:57.560] 當然有背無患
[00:42:57.560 - 00:42:59.720] 所以訪客登記錶就是
[00:42:59.720 - 00:43:03.160] 你的客戶來訪問你
[00:43:03.160 - 00:43:05.400] 核地有了簡單的交流
[00:43:05.400 - 00:43:07.800] 你不僅要登記他們的信名
[00:43:07.800 - 00:43:09.240] 和他們的明片
[00:43:09.240 - 00:43:11.560] 你也要簡單的記錶一下
[00:43:11.560 - 00:43:14.040] 你們所交流的內容
[00:43:15.320 - 00:43:16.520] 這樣的話
[00:43:16.520 - 00:43:18.760] 方便日後你回到公司
[00:43:18.760 - 00:43:21.560] 或者晚上回到酒店
[00:43:21.560 - 00:43:22.440] 並不安
[00:43:22.440 - 00:43:24.200] 你可以即時的
[00:43:25.400 - 00:43:28.200] 早初當時聊天的記錶
[00:43:28.200 - 00:43:30.840] 或者是聊天溝通的效果
[00:43:30.840 - 00:43:31.960] 你方便跟上
[00:43:31.960 - 00:43:32.680] 跟中
[00:43:32.680 - 00:43:33.720] 你這樣的話
[00:43:33.720 - 00:43:34.920] 能起到一個
[00:43:34.920 - 00:43:37.400] 有個溝通的連接性的效果
[00:43:37.400 - 00:43:38.760] 所以訪客登記錶
[00:43:38.760 - 00:43:41.000] 是非常非常重要的
[00:43:41.000 - 00:43:41.880] 第二個
[00:43:41.880 - 00:43:43.080] 我比較推薦就是
[00:43:43.080 - 00:43:46.360] 中間的就是公司的宣傳單液
[00:43:46.360 - 00:43:47.960] 公司的宣傳單液
[00:43:47.960 - 00:43:49.000] 基本上來說
[00:43:49.000 - 00:43:51.080] 我就是一個單液而已
[00:43:51.080 - 00:43:52.760] 我退並不推薦
[00:43:52.760 - 00:43:54.440] 大家去戴那個
[00:43:54.440 - 00:43:55.240] 大張的
[00:43:55.240 - 00:43:56.280] 就非常臭的
[00:43:56.280 - 00:43:57.400] 公司宣傳撤
[00:43:57.400 - 00:43:59.320] 我曾經在參加展會上面
[00:43:59.320 - 00:44:02.360] 戴過200分到300分公司宣傳撤
[00:44:02.360 - 00:44:04.440] 我總是一個不僅
[00:44:04.440 - 00:44:07.960] 總第二個並沒有什麼大的效果
[00:44:07.960 - 00:44:08.680] 所以
[00:44:08.680 - 00:44:09.800] 但是你公司宣傳撤
[00:44:09.800 - 00:44:10.840] 如果說你想把
[00:44:10.840 - 00:44:14.280] 企業工廠企業的實力
[00:44:14.280 - 00:44:15.880] 等等很多方面
[00:44:15.880 - 00:44:17.240] 都是一集出來
[00:44:17.240 - 00:44:18.520] 到高速客戶
[00:44:18.520 - 00:44:20.040] 那怎麼辦呢
[00:44:20.280 - 00:44:21.160] 這個了
[00:44:21.160 - 00:44:23.080] 我先放了後面再說
[00:44:23.080 - 00:44:24.680] 大家先可以想一想
[00:44:24.680 - 00:44:27.960] 如果說我要用公司的宣傳者
[00:44:27.960 - 00:44:30.760] 宣傳公司我用什麼方式最合適
[00:44:30.760 - 00:44:34.040] 今天自黨夠我後面會講這個事
[00:44:34.040 - 00:44:35.000] 第三個呢
[00:44:35.000 - 00:44:37.560] 這是第三塊的小部件
[00:44:37.560 - 00:44:38.440] 第一個
[00:44:38.440 - 00:44:40.840] 檢到千萬不要戴一把
[00:44:40.840 - 00:44:41.960] 多戴一把
[00:44:41.960 - 00:44:43.000] 因為你會發現
[00:44:43.000 - 00:44:44.680] 到時不知展會不夠用
[00:44:44.680 - 00:44:46.760] 一半兩把到300絕對夠了
[00:44:46.760 - 00:44:47.560] 那麼
[00:44:47.560 - 00:44:49.000] 為什麼警告非常重要
[00:44:49.000 - 00:44:50.920] 因為你很多的交代
[00:44:50.920 - 00:44:52.760] 材質各方面
[00:44:52.760 - 00:44:54.040] 包括你檢的一些
[00:44:54.040 - 00:44:55.000] 快逛
[00:44:55.000 - 00:44:56.440] 都需要用檢到
[00:44:56.440 - 00:44:57.880] 而且最好風力一些
[00:44:57.880 - 00:44:59.880] 你先可以把檢到
[00:44:59.880 - 00:45:01.320] 如果說不讓放飛機
[00:45:01.320 - 00:45:02.920] 你可以直到現在快逛
[00:45:02.920 - 00:45:04.920] 去和你的樣品快逛
[00:45:04.920 - 00:45:06.040] 第二個定書
[00:45:06.040 - 00:45:06.520] 第一
[00:45:06.520 - 00:45:07.400] 指定書機
[00:45:07.400 - 00:45:08.040] 定什麼
[00:45:08.040 - 00:45:10.440] 定你的訪客登記錶
[00:45:10.440 - 00:45:12.920] 你不能說南南閃閃的丟在一邊
[00:45:12.920 - 00:45:15.960] 是要有整有條理的整體的規劃
[00:45:16.600 - 00:45:17.480] 後面
[00:45:17.480 - 00:45:19.560] 就是透明交
[00:45:19.560 - 00:45:20.840] 因為你會有很多
[00:45:20.840 - 00:45:22.200] 災劇的內容
[00:45:22.200 - 00:45:23.720] 包括你的Post
[00:45:23.720 - 00:45:25.400] 這也好你的透明交
[00:45:25.400 - 00:45:27.240] 偏說面交一些
[00:45:27.240 - 00:45:28.440] 你可以把透明交
[00:45:28.440 - 00:45:30.360] 單面交和說面交都戴上
[00:45:30.360 - 00:45:31.640] 贊化有備無化
[00:45:31.640 - 00:45:33.080] 這是我的推薦
[00:45:33.080 - 00:45:34.280] 你的筆記本電了
[00:45:34.280 - 00:45:35.400] 這是隨身寫帶的
[00:45:35.400 - 00:45:36.600] 非常重要
[00:45:36.600 - 00:45:38.120] 然後還有一個是
[00:45:38.120 - 00:45:40.520] 帶公司LOGO的環保帶
[00:45:40.520 - 00:45:42.120] 我最好建議大家
[00:45:42.120 - 00:45:43.560] 出去之前做一個
[00:45:43.560 - 00:45:44.920] 這樣的一個
[00:45:44.920 - 00:45:46.680] 環保帶的一個設計
[00:45:46.680 - 00:45:47.240] 為什麼呢?
[00:45:47.240 - 00:45:48.280] 因為
[00:45:48.280 - 00:45:49.320] 你想想
[00:45:49.320 - 00:45:50.600] 客戶會以來
[00:45:50.600 - 00:45:51.800] 很多的資料
[00:45:51.800 - 00:45:52.600] 你的淺帶
[00:45:52.600 - 00:45:54.840] 都會在長位的拉很多的資料
[00:45:54.840 - 00:45:55.560] 那麼
[00:45:55.560 - 00:45:56.600] 很多時候
[00:45:56.600 - 00:45:57.720] 一個環保帶
[00:45:57.720 - 00:45:59.720] 就放棉他提
[00:45:59.720 - 00:46:04.280] 提寫他自己的物品
[00:46:04.280 - 00:46:05.800] 在這個點上面
[00:46:05.800 - 00:46:07.720] 你不僅要注意你的LOGO
[00:46:07.720 - 00:46:10.600] 你還要注意你的環保帶的手感
[00:46:10.600 - 00:46:12.040] 讓人抓到覺得舒服
[00:46:12.040 - 00:46:12.600] 另外東西
[00:46:12.600 - 00:46:13.400] 絕端是
[00:46:13.400 - 00:46:15.400] 你的設計很體貼人
[00:46:15.400 - 00:46:16.760] 這就是細節
[00:46:16.760 - 00:46:19.480] 這個也是我覺得比較推薦的
[00:46:19.480 - 00:46:20.680] 然後後面
[00:46:20.680 - 00:46:22.520] 這是小離平與糖果
[00:46:22.520 - 00:46:23.480] 糖果就放棉
[00:46:23.480 - 00:46:24.840] 有人過來的
[00:46:24.840 - 00:46:25.880] 吹一顆
[00:46:25.880 - 00:46:26.600] 有人
[00:46:26.600 - 00:46:27.160] 因為
[00:46:27.160 - 00:46:28.280] 為什麼說
[00:46:28.280 - 00:46:30.040] 糖果比較重要
[00:46:30.040 - 00:46:31.880] 糖果老花是甜的
[00:46:31.880 - 00:46:33.000] 大家逛長
[00:46:33.000 - 00:46:35.400] 會時候是比較皮老的
[00:46:35.400 - 00:46:37.080] 當人皮老的時候
[00:46:37.080 - 00:46:39.320] 吹一顆糖會興奮一些
[00:46:39.320 - 00:46:42.520] 這是糖果選擇糖果的重要原因
[00:46:42.520 - 00:46:44.120] 那麼小離平能換了後面
[00:46:44.120 - 00:46:45.560] 我會具體說一下
[00:46:45.560 - 00:46:47.640] 這個小離平到底該怎麼樣準備
[00:46:47.640 - 00:46:51.640] 我之前有兩個美國科學
[00:46:51.640 - 00:46:53.000] 做了一些準備
[00:46:53.000 - 00:46:54.360] 我到現在他保留著
[00:46:54.360 - 00:46:55.880] 我覺得我特別的開心
[00:46:55.880 - 00:46:58.120] 因為有這樣的小離平
[00:46:58.120 - 00:46:59.720] 我們晚上重點
[00:46:59.720 - 00:47:00.520] 講一下這個
[00:47:00.520 - 00:47:02.600] 叫反客燈器表
[00:47:02.600 - 00:47:04.200] 反客燈器表不是說
[00:47:04.200 - 00:47:09.320] 只是簡單的性靈和電話就可以的
[00:47:09.320 - 00:47:10.040] 這裡面
[00:47:10.040 - 00:47:11.720] 所居住民的東西
[00:47:11.720 - 00:47:14.600] 也是代表著你的思維的邏輯
[00:47:14.600 - 00:47:16.600] 你跟別人溝通的思維
[00:47:16.600 - 00:47:19.640] 是一個什麼樣的一個過程
[00:47:19.640 - 00:47:20.760] 你要分成
[00:47:20.760 - 00:47:22.040] 第一層是最簡單的
[00:47:22.040 - 00:47:24.280] 臭名一層一層一層一層比一層難
[00:47:24.280 - 00:47:27.240] 當你的能把五塊都能氣滿的話
[00:47:27.240 - 00:47:28.680] 那麼說明這個客戶是
[00:47:28.680 - 00:47:31.240] 你重要的潛在客戶
[00:47:31.240 - 00:47:32.280] 我們來看第一個
[00:47:32.280 - 00:47:33.960] 來反而性靈和職位
[00:47:33.960 - 00:47:35.240] 這是最基本的
[00:47:35.240 - 00:47:37.160] 一般來說你就不要再寫了
[00:47:37.160 - 00:47:39.400] 一般來說如果說他來了的話
[00:47:39.400 - 00:47:41.400] 他會有兩種方式
[00:47:41.400 - 00:47:43.000] 第一個方式就是
[00:47:43.000 - 00:47:43.720] 選子
[00:47:43.720 - 00:47:45.400] 給你明片
[00:47:45.400 - 00:47:48.520] 然後你把明片直接定上去就可以了
[00:47:48.520 - 00:47:50.200] 第二種模式就是有時候
[00:47:50.200 - 00:47:51.560] 攤輝上了他會
[00:47:51.560 - 00:47:53.720] 有個鬆片鬆卡
[00:47:53.720 - 00:47:56.760] 揚上有個條行馬上去撒下
[00:47:56.760 - 00:47:58.760] 你撒下之後你和職經營將
[00:47:58.760 - 00:48:00.120] 記錄寫上去
[00:48:00.120 - 00:48:01.720] 把它的名字寫上去
[00:48:01.720 - 00:48:02.840] 因為手鬆卡的話
[00:48:02.840 - 00:48:06.120] 很多企業一般是必要振揮的
[00:48:06.120 - 00:48:09.800] 那些藍這個訪客會準備鬆卡
[00:48:09.800 - 00:48:12.520] 因為上面會應有他的相關的信息
[00:48:12.520 - 00:48:15.800] 企業信息和個人信息等等
[00:48:15.800 - 00:48:19.560] 所以噴到必要的客戶選擇必要的方式
[00:48:19.560 - 00:48:21.880] 不管誰來都會給你有一個信名
[00:48:21.880 - 00:48:23.240] 你知道他是誰
[00:48:23.240 - 00:48:24.600] 對吧他是做什麼
[00:48:24.600 - 00:48:26.760] 叫他來這要幹嘛
[00:48:26.760 - 00:48:28.280] 那麼第二塊來就開始
[00:48:28.280 - 00:48:30.440] 他來你這停下來
[00:48:30.440 - 00:48:31.720] 說明他對你東西
[00:48:31.720 - 00:48:34.040] 是有一定感興趣的
[00:48:34.040 - 00:48:36.040] 不管是如果是
[00:48:36.040 - 00:48:37.800] 這個黃外人
[00:48:37.800 - 00:48:40.440] 圈外人他過來就閒聊的話
[00:48:40.440 - 00:48:41.800] 你一下就能聽出來
[00:48:41.800 - 00:48:43.560] 也不算有太多的記錄
[00:48:43.560 - 00:48:45.560] 反而他是會對你的東西
[00:48:45.560 - 00:48:47.000] 有一定感興趣的話
[00:48:47.000 - 00:48:48.040] 你要記錄下來
[00:48:48.040 - 00:48:50.600] 他感興興的原因是什麼
[00:48:50.600 - 00:48:51.480] 你要早期組
[00:48:51.480 - 00:48:54.040] 他不僅認為什麼簡單的喜歡
[00:48:54.040 - 00:48:56.200] 而且喜歡的真正的原因是什麼
[00:48:56.200 - 00:48:57.800] 這個原因寫出來
[00:48:57.800 - 00:48:59.960] 有兩個點是
[00:48:59.960 - 00:49:03.480] 第一個你要解你這個客戶專業不專業
